Gene_Family,072023_Carolina_2023_Baya_053_MCAV_S3,072023_Carolina_2023_Baya_055_MCAV_S4,122021_Coralina_2021_Baya_005_MCAV_S28,122021_Coralina_2021_Baya_007_MCAV_S29,122021_Coralina_2021_Baya_017_MCAV_S30,122021_Coralina_2021_Baya_023_MCAV_S31
3-OXOACYL-ACP-REDUCT-RXN: (expasy) 3-oxoacyl-[acyl-carrier-protein] reductase [1.1.1.100],25.7479,345.047,33.4392,0,0,46.2651
3-OXOACYL-ACP-SYNTH-BASE-RXN: (expasy) AMBIGUOUS [2.3.1.179; 2.3.1.41],14.1054,155.758,0,0,72.1716,0
3-OXOACYL-ACP-SYNTH-RXN: (expasy) AMBIGUOUS [2.3.1.179; 2.3.1.41],0,293.217,0,109.576,57.544,0
3-OXOADIPATE-COA-TRANSFERASE-RXN: (expasy) 3-oxoadipate CoA-transferase [2.8.3.6],0,19.1333,0,0,0,0
3-OXOADIPATE-ENOL-LACTONASE-RXN: (expasy) 3-oxoadipate enol-lactonase [3.1.1.24],0,0,0,0,0,0
3-OXOSTEROID-1-DEHYDROGENASE-RXN: (expasy) 3-oxosteroid 1-dehydrogenase [1.3.99.4],0,0,0,0,0,0
3.1.1.23-RXN: (expasy) Acylglycerol lipase [3.1.1.23],0,0,0,0,0,0
3.1.1.64-RXN: (metacyc) all-trans-retinyl-palmitate hydrolase [3.1.1.1],0,0,0,0,0,0
3.1.1.77-RXN: (expasy) Acyloxyacyl hydrolase [3.1.1.77],0,0,0,0,0,0
3.1.1.81-RXN: (expasy) Quorum-quenching N-acyl-homoserine lactonase [3.1.1.81],0,0,0,0,0,0
3.1.11.1-RXN: (expasy) Exodeoxyribonuclease I [3.1.11.1],0,25.4785,0,0,0,0
3.1.11.2-RXN: (expasy) Exodeoxyribonuclease III [3.1.11.2],0,66.3999,0,0,0,0
3.1.11.6-RXN: (expasy) Exodeoxyribonuclease VII [3.1.11.6],0,201.709,193.058,45.8341,0,121.589
3.1.13.1-RXN: (expasy) Exoribonuclease II [3.1.13.1],0,87.3308,0,0,0,0
3.1.13.5-RXN: (expasy) Ribonuclease D [3.1.13.5],0,21.0682,0,0,0,0
3.1.21.1-RXN: (expasy) Deoxyribonuclease I [3.1.21.1],0,0,0,0,0,0
3.1.21.2-RXN: (expasy) Deoxyribonuclease IV [3.1.21.2],0,77.3177,0,0,0,0
3.1.21.3-RXN: (expasy) Type I site-specific deoxyribonuclease [3.1.21.3],32.537,194.519,0,36.3668,0,0
3.1.21.4-RXN: (expasy) Type II site-specific deoxyribonuclease [3.1.21.4],0,0,0,0,0,0
3.1.21.5-RXN: (expasy) Type III site-specific deoxyribonuclease [3.1.21.5],0,0,0,0,0,52.8428
3.1.21.7-RXN: (expasy) Deoxyribonuclease V [3.1.21.7],0,0,0,0,0,0
3.1.22.4-RXN: NO_NAME,0,0,0,0,0,0
3.1.26.11-RXN: (expasy) Ribonuclease Z [3.1.26.11],0,0,47.3126,0,0,0
3.1.26.12-RXN: (expasy) Ribonuclease E [3.1.26.12],0,11.0916,0,0,0,0
3.1.26.3-RXN: (expasy) Ribonuclease III [3.1.26.3],0,93.7448,0,0,0,0
3.1.26.4-RXN: (expasy) Ribonuclease H [3.1.26.4],0,175.878,0,108.155,53.1176,56.1538
3.1.26.5-RXN: (expasy) Ribonuclease P [3.1.26.5],0,72.788,131.498,0,42.4215,0
3.1.3.16-RXN: (expasy) Protein-serine/threonine phosphatase [3.1.3.16],0,0,0,0,0,0
"3.1.3.57-RXN: (expasy) Inositol-1,4-bisphosphate 1-phosphatase [3.1.3.57]",0,0,62.355,0,0,0
3.1.3.69-RXN: (expasy) Glucosylglycerol 3-phosphatase [3.1.3.69],0,0,0,0,0,0
3.1.3.70-RXN: (expasy) Mannosyl-3-phosphoglycerate phosphatase [3.1.3.70],0,0,0,0,0,0
3.1.3.76-RXN: (expasy) Lipid-phosphate phosphatase [3.1.3.76],0,0,0,0,0,0
3.1.31.1-RXN: (expasy) Micrococcal nuclease [3.1.31.1],0,0,0,0,0,0
"3.1.4.17-RXN: (expasy) 3',5'-cyclic-nucleotide phosphodiesterase [3.1.4.17]",0,26.4288,0,0,0,0
3.1.6.12-RXN: (expasy) N-acetylgalactosamine-4-sulfatase [3.1.6.12],0,0,0,0,0,0
3.1.6.13-RXN: (expasy) Iduronate-2-sulfatase [3.1.6.13],0,0,0,0,0,0
3.1.6.14-RXN: (expasy) N-acetylglucosamine-6-sulfatase [3.1.6.14],0,0,0,0,0,0
3.1.6.4-RXN: (expasy) N-acetylgalactosamine-6-sulfatase [3.1.6.4],0,0,0,0,0,0
3.11.1.2-RXN: (expasy) Phosphonoacetate hydrolase [3.11.1.2],0,0,0,0,0,0
3.2.1.1-RXN: (expasy) Alpha-amylase [3.2.1.1],0,28.8412,0,0,0,0
"3.2.1.10-RXN: (expasy) Oligo-1,6-glucosidase [3.2.1.10]",0,19.5314,0,0,0,0
3.2.1.135-RXN: (expasy) Neopullulanase [3.2.1.135],0,23.3785,0,0,0,0
3.2.1.14-RXN: (expasy) Chitinase [3.2.1.14],0,8.56807,0,0,0,0
3.2.1.141-RXN: (expasy) 4-alpha-D-((1->4)-alpha-D-glucano)trehalose trehalohydrolase [3.2.1.141],0,0,0,0,0,0
3.2.1.17-RXN: (expasy) Lysozyme [3.2.1.17],0,0,0,0,0,0
3.2.1.18-RXN: (expasy) Exo-alpha-sialidase [3.2.1.18],0,0,0,0,0,0
3.2.1.21-RXN: (expasy) Beta-glucosidase [3.2.1.21],0,0,0,0,0,0
3.2.1.23-RXN: (expasy) Beta-galactosidase [3.2.1.23],0,13.546,0,0,0,0
3.2.1.24-RXN: (expasy) Alpha-mannosidase [3.2.1.24],0,0,0,0,0,0
3.2.1.25-RXN: (expasy) Beta-mannosidase [3.2.1.25],0,0,0,0,0,0
"3.2.1.3-RXN: (expasy) Glucan 1,4-alpha-glucosidase [3.2.1.3]",0,16.3548,0,0,0,0
3.2.1.35-RXN: (expasy) Hyaluronoglucosaminidase [3.2.1.35],0,0,0,0,0,0
"3.2.1.37-RXN: (expasy) Xylan 1,4-beta-xylosidase [3.2.1.37]",0,0,0,0,0,0
"3.2.1.39-RXN: (expasy) Glucan endo-1,3-beta-D-glucosidase [3.2.1.39]",0,0,0,0,0,0
3.2.1.40-RXN: (expasy) Alpha-L-rhamnosidase [3.2.1.40],0,0,0,0,0,0
3.2.1.49-RXN: (expasy) Alpha-N-acetylgalactosaminidase [3.2.1.49],0,0,0,0,0,0
3.2.1.52-RXN: (expasy) Beta-N-acetylhexosaminidase [3.2.1.52],0,18.0043,0,0,0,0
3.2.1.68-RXN: (expasy) Isoamylase [3.2.1.68],0,0,0,0,0,0
"3.2.1.70-RXN: (expasy) Glucan 1,6-alpha-glucosidase [3.2.1.70]",0,0,0,0,0,0
"3.2.1.8-RXN: (expasy) Endo-1,4-beta-xylanase [3.2.1.8]",0,0,0,0,0,0
3.2.1.80-RXN: (expasy) AMBIGUOUS [3.2.1.153; 3.2.1.80],0,0,0,0,0,0
"3.2.1.89-RXN: (expasy) Arabinogalactan endo-beta-1,4-galactanase [3.2.1.89]",0,0,0,0,0,0
3.2.1.97-RXN: (expasy) Endo-alpha-N-acetylgalactosaminidase [3.2.1.97],0,0,0,0,0,0
3.2.2.21-RXN: (expasy) DNA-3-methyladenine glycosylase II [3.2.2.21],0,0,0,0,0,0
3.2.2.23-RXN: (expasy) DNA-formamidopyrimidine glycosylase [3.2.2.23],0,49.7662,0,0,0,0
3.3.2.10-RXN: (expasy) Soluble epoxide hydrolase [3.3.2.10],0,0,0,0,0,0
3.3.2.9-RXN: (expasy) Microsomal epoxide hydrolase [3.3.2.9],0,0,0,0,0,0
3.4.11.1-RXN: (expasy) AMBIGUOUS [3.4.11.1; 3.4.11.9],0,55.3327,0,0,0,0
3.4.11.10-RXN: (expasy) Bacterial leucyl aminopeptidase [3.4.11.10],0,20.6856,0,0,0,0
3.4.11.18-RXN: (expasy) Methionyl aminopeptidase [3.4.11.18],31.944,123.312,63.4461,116.131,72.2646,0
3.4.11.19-RXN: (expasy) D-stereospecific aminopeptidase [3.4.11.19],0,0,0,0,0,0
3.4.11.2-RXN: (expasy) AMBIGUOUS [3.4.11.14; 3.4.11.2],0,93.0408,0,0,0,0
3.4.11.24-RXN: (expasy) Aminopeptidase S [3.4.11.24],0,0,0,0,0,0
3.4.11.4-RXN: (expasy) Tripeptide aminopeptidase [3.4.11.4],0,27.9516,0,0,0,0
3.4.11.5-RXN: (expasy) Prolyl aminopeptidase [3.4.11.5],0,59.7273,0,0,0,0
3.4.11.7-RXN: (expasy) Glutamyl aminopeptidase [3.4.11.7],0,0,0,0,0,0
3.4.11.9-RXN: (expasy) Xaa-Pro aminopeptidase [3.4.11.9],0,101.593,0,0,0,0
3.4.13.18-RXN: (expasy) Cytosol nonspecific dipeptidase [3.4.13.18],0,14.7124,0,0,0,0
3.4.13.19-RXN: (expasy) Membrane dipeptidase [3.4.13.19],21.9205,9.32998,0,150.801,0,67.1794
3.4.13.21-RXN: (expasy) Dipeptidase E [3.4.13.21],0,0,0,0,0,0
3.4.13.22-RXN: (expasy) D-Ala-D-Ala dipeptidase [3.4.13.22],0,0,0,0,0,0
3.4.13.9-RXN: (expasy) Xaa-Pro dipeptidase [3.4.13.9],0,48.9177,0,0,0,0
3.4.14.11-RXN: (expasy) Xaa-Pro dipeptidyl-peptidase [3.4.14.11],0,0,0,0,0,0
3.4.14.12-RXN: (expasy) Xaa-Xaa-Pro tripeptidyl-peptidase [3.4.14.12],0,0,0,0,0,0
3.4.14.4-RXN: (expasy) Dipeptidyl-peptidase III [3.4.14.4],0,12.0279,0,0,0,0
3.4.14.5-RXN: (expasy) Dipeptidyl-peptidase IV [3.4.14.5],0,0,0,0,0,0
3.4.15.5-RXN: (expasy) Peptidyl-dipeptidase Dcp [3.4.15.5],0,11.585,0,0,0,0
3.4.15.6-RXN: (expasy) Cyanophycinase [3.4.15.6],0,0,0,0,0,0
3.4.16.4-RXN: (expasy) Serine-type D-Ala-D-Ala carboxypeptidase [3.4.16.4],0,49.1085,0,0,0,0
3.4.17.11-RXN: (expasy) Glutamate carboxypeptidase [3.4.17.11],0,17.3612,0,0,0,0
3.4.17.13-RXN: (expasy) Muramoyltetrapeptide carboxypeptidase [3.4.17.13],0,0,0,0,0,0
3.4.17.19-RXN: (expasy) Carboxypeptidase Taq [3.4.17.19],0,9.41079,0,0,0,0
3.4.17.8-RXN: (expasy) AMBIGUOUS [3.4.16.4; 3.4.17.8],0,49.1085,0,0,0,0
3.4.19.12-RXN: (expasy) Ubiquitinyl hydrolase 1 [3.4.19.12],0,0,0,0,0,0
3.4.19.5-RXN: (expasy) Beta-aspartyl-peptidase [3.4.19.5],0,35.6856,0,0,0,0
3.4.21.102-RXN: (expasy) C-terminal processing peptidase [3.4.21.102],0,0,108.596,0,0,0
3.4.21.107-RXN: (expasy) Peptidase Do [3.4.21.107],0,44.5079,0,0,0,0
3.4.21.26-RXN: (expasy) Prolyl oligopeptidase [3.4.21.26],0,20.05,0,79.9971,0,0
3.4.21.53-RXN: (expasy) Endopeptidase La [3.4.21.53],21.7248,219.131,49.2358,48.1724,0,0
3.4.21.62-RXN: (expasy) Subtilisin [3.4.21.62],0,0,0,0,0,0
3.4.21.83-RXN: (expasy) Oligopeptidase B [3.4.21.83],0,18.8797,0,0,0,0
3.4.21.88-RXN: (expasy) Repressor LexA [3.4.21.88],0,51.0166,0,0,0,0
3.4.21.89-RXN: (expasy) Signal peptidase I [3.4.21.89],0,92.8915,63.117,29.6424,154.005,0
3.4.21.92-RXN: (expasy) Endopeptidase Clp [3.4.21.92],24.5775,163.406,44.745,0,0,0
3.4.22.40-RXN: (expasy) Bleomycin hydrolase [3.4.22.40],0,0,0,0,0,0
3.4.23.43-RXN: (expasy) Prepilin peptidase [3.4.23.43],0,14.9444,0,0,0,0
3.4.24.13-RXN: (expasy) IgA-specific metalloendopeptidase [3.4.24.13],0,0,0,0,0,0
3.4.24.3-RXN: (expasy) Microbial collagenase [3.4.24.3],0,0,0,0,0,0
3.4.24.40-RXN: (expasy) Serralysin [3.4.24.40],0,0,0,0,0,0
3.4.24.64-RXN: (expasy) Mitochondrial processing peptidase [3.4.24.64],0,0,0,0,0,0
3.4.24.70-RXN: (expasy) Oligopeptidase A [3.4.24.70],0,115.98,0,0,0,0
3.4.24.71-RXN: (expasy) Endothelin-converting enzyme 1 [3.4.24.71],0,0,0,0,0,0
3.4.24.75-RXN: (expasy) Lysostaphin [3.4.24.75],0,6.95038,0,0,0,0
3.4.25.1-RXN: (expasy) Proteasome endopeptidase complex [3.4.25.1],0,54.4641,0,145.706,82.043,48.6358
3.5.1.27-RXN: (expasy) Peptide deformylase [3.5.1.88],0,169.831,0,150.617,243.23,66.7605
3.5.1.77-RXN: (expasy) N-carbamoyl-D-amino-acid hydrolase [3.5.1.77],0,0,0,0,0,0
3.5.1.80-RXN: (expasy) N-acetylglucosamine-6-phosphate deacetylase [3.5.1.25],0,43.6126,0,0,0,0
3.5.1.81-RXN: (expasy) N-acyl-D-amino-acid deacylase [3.5.1.81],0,0,0,0,0,0
3.5.1.82-RXN: (expasy) N-acyl-D-glutamate deacylase [3.5.1.82],0,0,0,0,0,0
3.5.1.83-RXN: (expasy) N-acyl-D-aspartate deacylase [3.5.1.83],0,0,0,0,0,0
3.5.1.87-RXN: (expasy) N-carbamoyl-L-amino-acid hydrolase [3.5.1.87],0,13.8384,0,0,0,0
3.5.1.88-RXN: (expasy) Peptide deformylase [3.5.1.88],0,169.831,0,150.617,243.23,66.7605
3.5.1.91-RXN: (expasy) N-substituted formamide deformylase [3.5.1.91],0,8.73698,0,0,0,0
3.5.1.98-RXN: (expasy) Histone deacetylase [3.5.1.98],0,0,0,59.0114,0,0
3.5.2.12-RXN: (expasy) 6-aminohexanoate-cyclic-dimer hydrolase [3.5.2.12],0,0,0,0,0,0
3.5.2.14-RXN: (expasy) N-methylhydantoinase (ATP-hydrolyzing) [3.5.2.14],0,0,0,0,0,0
3.5.2.17-RXN: (expasy) Hydroxyisourate hydrolase [3.5.2.17],0,23.5748,0,0,0,0
3.5.3.22-RXN: (expasy) Proclavaminate amidinohydrolase [3.5.3.22],0,0,0,0,0,0
3.5.4.22-RXN: (expasy) 1-pyrroline-4-hydroxy-2-carboxylate deaminase [3.5.4.22],0,0,0,0,0,0
3.5.4.27-RXN: (expasy) Methenyltetrahydromethanopterin cyclohydrolase [3.5.4.27],0,0,0,0,0,0
3.5.4.30-RXN: (expasy) dCTP deaminase (dUMP-forming) [3.5.4.30],20.6749,13.1519,0,0,0,0
3.5.5.1-RXN: (expasy) Nitrilase [3.5.5.1],0,0,0,0,0,0
3.5.5.4-RXN: (expasy) Cyanoalanine nitrilase [3.5.5.4],0,10.948,0,0,0,0
3.5.5.7-RXN: (expasy) Aliphatic nitrilase [3.5.5.7],0,6.91617,53.3293,0,0,0
3.5.99.5-RXN: (expasy) 2-aminomuconate deaminase [3.5.99.5],0,0,0,0,0,0
3.6.1.17-RXN: (expasy) Bis(5'-nucleosyl)-tetraphosphatase (asymmetrical) [3.6.1.17],0,0,0,0,0,0
3.6.1.41-RXN: (expasy) Bis(5'-nucleosyl)-tetraphosphatase (symmetrical) [3.6.1.41],0,29.615,0,0,0,0
3.6.3.1-RXN: (expasy) P-type phospholipid transporter [7.6.2.1],0,0,0,0,0,0
3.6.3.16-RXN: (expasy) Arsenite-transporting ATPase [7.3.2.7],0,0,0,0,0,0
3.6.3.28-RXN: (expasy) ABC-type phosphonate transporter [7.3.2.2],18.1595,15.4165,0,0,0,0
3.6.3.35-RXN: (expasy) ABC-type Mn(2+) transporter [7.2.2.5],0,0,0,0,0,0
3.6.3.41-RXN: (expasy) ABC-type heme transporter [7.6.2.5],0,0,0,0,0,0
3.6.3.42-RXN: (expasy) ABC-type beta-glucan transporter [7.5.2.3],0,0,0,0,0,0
3.6.3.6-RXN: (expasy) P-type H(+)-exporting transporter [7.1.2.1],0,0,0,0,0,0
3.7.1.9-RXN: (expasy) 2-hydroxymuconate-6-semialdehyde hydrolase [3.7.1.9],0,0,0,0,0,0
3.8.1.7-RXN: (expasy) 4-chlorobenzoyl-CoA dehalogenase [3.8.1.7],0,0,0,0,0,0
"325-BISPHOSPHATE-NUCLEOTIDASE-RXN: (expasy) 3'(2'),5'-bisphosphate nucleotidase [3.1.3.7]",0,50.5912,0,0,0,0
"3PGAREARR-RXN: (expasy) Phosphoglycerate mutase (2,3-diphosphoglycerate-independent) [5.4.2.12]",0,16.482,0,0,0,0
4-CARBOXYMUCONOLACTONE-DECARBOXYLASE-RXN: (expasy) 4-carboxymuconolactone decarboxylase [4.1.1.44],0,0,0,0,0,0
4-HYDROXY-2-KETOPIMELATE-LYSIS-RXN: (expasy) 4-hydroxy-2-oxoheptanedioate aldolase [4.1.2.52],0,0,0,0,0,0
4-HYDROXYBENZOATE-3-MONOOXYGENASE-RXN: (expasy) 4-hydroxybenzoate 3-monooxygenase [1.14.13.2],0,40.4107,0,0,0,0
4-HYDROXYPHENYLPYRUVATE-DIOXYGENASE-RXN: (expasy) 4-hydroxyphenylpyruvate dioxygenase [1.13.11.27],0,11.524,0,0,47.1538,0
4-HYDROXYPROLINE-EPIMERASE-RXN: (expasy) 4-hydroxyproline epimerase [5.1.1.8],16.7805,57.5488,0,0,0,0
4.1.1.32-RXN: (expasy) Phosphoenolpyruvate carboxykinase (GTP) [4.1.1.32],38.9308,0,0,0,0,0
4.1.1.38-RXN: (expasy) Phosphoenolpyruvate carboxykinase (diphosphate) [4.1.1.38],0,0,0,0,0,0
"4.1.1.64-RXN: (expasy) 2,2-dialkylglycine decarboxylase (pyruvate) [4.1.1.64]",0,0,0,0,0,0
"4.1.1.68-RXN: (expasy) 5-oxopent-3-ene-1,2,5-tricarboxylate decarboxylase [4.1.1.68]",0,0,0,0,0,0
4.1.1.75-RXN: (expasy) 5-guanidino-2-oxopentanoate decarboxylase [4.1.1.75],0,0,0,0,0,0
4.1.1.76-RXN: (expasy) Arylmalonate decarboxylase [4.1.1.76],0,0,0,0,0,0
4.1.1.77-RXN: (expasy) 2-oxo-3-hexenedioate decarboxylase [4.1.1.77],0,10.7309,0,0,0,0
4.1.1.81-RXN: (expasy) Threonine-phosphate decarboxylase [4.1.1.81],0,0,0,0,0,0
4.1.1.82-RXN: (expasy) Phosphonopyruvate decarboxylase [4.1.1.82],0,0,0,0,0,0
4.1.1.83-RXN: (expasy) 4-hydroxyphenylacetate decarboxylase [4.1.1.83],0,7.3118,0,0,0,0
4.1.1.86-RXN: (expasy) Diaminobutyrate decarboxylase [4.1.1.86],0,12.438,0,0,0,0
4.1.2.20-RXN: (expasy) 2-dehydro-3-deoxyglucarate aldolase [4.1.2.20],0,0,0,0,0,0
4.1.2.29-RXN: (expasy) 5-dehydro-2-deoxyphosphogluconate aldolase [4.1.2.29],0,0,0,0,0,0
4.1.3.17-RXN: (expasy) 4-hydroxy-4-methyl-2-oxoglutarate aldolase [4.1.3.17],0,19.0756,0,0,0,0
4.1.3.26-RXN: (expasy) 3-hydroxy-3-isohexenylglutaryl-CoA lyase [4.1.3.26],0,0,0,0,0,0
4.1.99.4-RXN: (expasy) 1-aminocyclopropane-1-carboxylate deaminase [3.5.99.7],0,29.4633,54.6047,0,0,0
"4.2.1.100-RXN: (expasy) Cyclohexa-1,5-dienecarbonyl-CoA hydratase [4.2.1.100]",0,0,0,0,0,0
4.2.1.103-RXN: (expasy) Cyclohexyl-isocyanide hydratase [4.2.1.103],0,0,0,0,0,0
4.2.1.41-RXN: (expasy) 5-dehydro-4-deoxyglucarate dehydratase [4.2.1.41],0,0,0,0,0,0
4.2.1.43-RXN: (expasy) 2-dehydro-3-deoxy-L-arabinonate dehydratase [4.2.1.43],0,0,0,0,0,0
4.2.1.58-RXN: (metacyc) (3R)-3-hydroxybutanoyl-[acyl-carrier-protein] hydratase [4.2.1.59],0,200.212,0,0,0,0
4.2.1.59-RXN: (expasy) 3-hydroxyacyl-[acyl-carrier-protein] dehydratase [4.2.1.59],0,200.212,0,0,0,0
4.2.1.61-RXN: (expasy) 3-hydroxyacyl-[acyl-carrier-protein] dehydratase [4.2.1.59],0,200.212,0,0,0,0
4.2.1.99-RXN: (expasy) 2-methylisocitrate dehydratase [4.2.1.99],0,30.0687,0,0,0,0
4.2.2.3-RXN: (expasy) Mannuronate-specific alginate lyase [4.2.2.3],0,0,0,0,0,0
4.2.3.12-RXN: (expasy) 6-pyruvoyltetrahydropterin synthase [4.2.3.12],23.8547,31.7041,0,0,0,0
4.2.99.18-RXN: (expasy) DNA-(apurinic or apyrimidinic site) lyase [4.2.99.18],20.4899,160.552,28.3432,0,0,0
4.3.1.15-RXN: (expasy) Diaminopropionate ammonia-lyase [4.3.1.15],0,89.1131,0,0,0,0
4.3.1.16-RXN: (expasy) Threo-3-hydroxy-L-aspartate ammonia-lyase [4.3.1.16],0,0,0,0,0,0
4.3.1.17-RXN: (expasy) L-serine ammonia-lyase [4.3.1.17],0,79.9571,0,0,0,94.918
4.4.1.25-RXN: (expasy) L-cysteate sulfo-lyase [4.4.1.25],0,0,0,0,0,0
4.99.1.3-RXN: (expasy) Sirohydrochlorin cobaltochelatase [4.99.1.3],0,32.2516,0,0,0,0
"45-DIHYDROXYPHTHALATE-DECARBOXYLASE-RXN: (expasy) 4,5-dihydroxyphthalate decarboxylase [4.1.1.55]",0,0,0,0,0,0
4OH2OXOGLUTARALDOL-RXN: (expasy) 4-hydroxy-2-oxoglutarate aldolase [4.1.3.16],0,87.3208,0,28.4746,0,0
4OHBENZOATE-OCTAPRENYLTRANSFER-RXN: (expasy) 4-hydroxybenzoate polyprenyltransferase [2.5.1.39],0,22.9897,0,0,0,0
5-AMINOLEVULINIC-ACID-SYNTHASE-RXN: (expasy) 5-aminolevulinate synthase [2.3.1.37],0,41.494,0,0,0,0
5-DEHYDRO-2-DEOXYGLUCONOKINASE-RXN: (expasy) 5-dehydro-2-deoxygluconokinase [2.7.1.92],0,18.5302,0,0,0,0
5-FORMYL-THF-CYCLO-LIGASE-RXN: (expasy) 5-formyltetrahydrofolate cyclo-ligase [6.3.3.2],0,40.3957,0,0,0,0
5-METHYLTHIOADENOSINE-PHOSPHORYLASE-RXN: (expasy) S-methyl-5'-thioadenosine phosphorylase [2.4.2.28],0,21.148,0,0,63.094,0
5-METHYLTHIORIBOSE-KINASE-RXN: (expasy) S-methyl-5-thioribose kinase [2.7.1.100],0,0,0,0,0,0
5-NUCLEOTID-RXN: (expasy) 5'-nucleotidase [3.1.3.5],27.9675,150.767,55.2287,88.866,33.314,0
5-OXOPROLINASE-ATP-HYDROLYSING-RXN: (expasy) 5-oxoprolinase (ATP-hydrolyzing) [3.5.2.9],0,55.9651,0,0,0,0
5.1.2.3-RXN: (expasy) 3-hydroxybutyryl-CoA epimerase [5.1.2.3],0,125.343,0,0,0,0
5.1.3.20-RXN: (expasy) ADP-glyceromanno-heptose 6-epimerase [5.1.3.20],0,73.892,0,0,0,0
"5.1.3.23-RXN: (expasy) UDP-2,3-diacetamido-2,3-dideoxyglucuronic acid 2-epimerase [5.1.3.23]",0,0,0,0,0,0
5.1.3.9-RXN: (expasy) N-acylglucosamine-6-phosphate 2-epimerase [5.1.3.9],0,13.1362,0,0,0,0
5.1.99.4-RXN: (expasy) Alpha-methylacyl-CoA racemase [5.1.99.4],0,0,0,0,0,0
5.3.1.17-RXN: (expasy) 5-dehydro-4-deoxy-D-glucuronate isomerase [5.3.1.17],0,21.5972,0,0,0,0
5.3.1.23-RXN: (expasy) S-methyl-5-thioribose-1-phosphate isomerase [5.3.1.23],0,77.7707,0,258.946,147.533,0
5.3.3.10-RXN: (expasy) 5-carboxymethyl-2-hydroxymuconate Delta-isomerase [5.3.3.10],0,0,0,0,0,0
5.3.3.14-RXN: (expasy) Trans-2-decenoyl-[acyl-carrier-protein] isomerase [5.3.3.14],0,89.7719,0,0,0,0
5.3.4.1-RXN: (expasy) Protein disulfide-isomerase [5.3.4.1],0,22.4228,0,0,0,0
5.4.1.2-RXN: (expasy) Precorrin-8X methylmutase [5.4.99.61],0,25.0324,0,0,0,0
5.4.2.10-RXN: (expasy) Phosphoglucosamine mutase [5.4.2.10],0,153.319,0,0,0,0
5.4.99.16-RXN: (expasy) Maltose alpha-D-glucosyltransferase [5.4.99.16],0,0,0,0,0,0
5.4.99.17-RXN: (expasy) Squalene--hopene cyclase [5.4.99.17],0,0,0,0,0,0
"5.5.1.2-RXN: (expasy) 3-carboxy-cis,cis-muconate cycloisomerase [5.5.1.2]",0,0,0,0,0,0
6-CARBOXYHEXANOATE--COA-LIGASE-RXN: (expasy) 6-carboxyhexanoate--CoA ligase [6.2.1.14],0,0,0,0,0,0
6-HYDROXYNICOTINATE-REDUCTASE-RXN: (expasy) 6-hydroxynicotinate reductase [1.3.7.1],0,0,0,0,0,0
6-PHOSPHO-BETA-GALACTOSIDASE-RXN: (expasy) 6-phospho-beta-galactosidase [3.2.1.85],0,0,0,0,0,0
6-PHOSPHO-BETA-GLUCOSIDASE-RXN: (expasy) 6-phospho-beta-glucosidase [3.2.1.86],0,0,0,0,0,0
6.1.1.23-RXN: (expasy) Aspartate--tRNA(Asn) ligase [6.1.1.23],0,18.6954,0,0,0,0
6.1.1.24-RXN: (expasy) Glutamate--tRNA(Gln) ligase [6.1.1.24],0,0,0,0,0,0
6.2.1.19-RXN: (expasy) Long-chain-fatty-acid--protein ligase [6.2.1.19],0,24.7589,0,0,0,0
6.2.1.33-RXN: (expasy) 4-chlorobenzoate--CoA ligase [6.2.1.33],0,10.4666,0,0,0,0
6.3.1.10-RXN: (expasy) Adenosylcobinamide-phosphate synthase [6.3.1.10],0,17.421,0,0,0,0
6.3.2.10-RXN: (expasy) UDP-N-acetylmuramoyl-tripeptide--D-alanyl-D-alanine ligase [6.3.2.10],43.3838,68.1906,43.0739,118.563,89.6717,0
6.3.2.29-RXN: (expasy) Cyanophycin synthase (L-aspartate-adding) [6.3.2.29],0,0,0,0,0,0
6.3.2.30-RXN: (expasy) Cyanophycin synthase (L-arginine-adding) [6.3.2.30],0,0,0,0,0,0
6.3.2.7-RXN: (expasy) UDP-N-acetylmuramoyl-L-alanyl-D-glutamate--L-lysine ligase [6.3.2.7],0,0,0,0,0,0
6.3.5.6-RXN: (expasy) Asparaginyl-tRNA synthase (glutamine-hydrolyzing) [6.3.5.6],0,24.8866,0,0,0,0
6.3.5.7-RXN: (expasy) Glutaminyl-tRNA synthase (glutamine-hydrolyzing) [6.3.5.7],0,57.0483,0,0,0,0
6PFRUCTPHOS-RXN: (expasy) 6-phosphofructokinase [2.7.1.11],18.8033,196.873,70.7872,129.635,0,0
6PGLUCONOLACT-RXN: (expasy) 6-phosphogluconolactonase [3.1.1.31],0,0,0,0,0,0
7-ALPHA-HYDROXYSTEROID-DEH-RXN: (expasy) 7-alpha-hydroxysteroid dehydrogenase [1.1.1.159],0,21.4295,0,0,0,0
7KAPSYN-RXN: (expasy) 8-amino-7-oxononanoate synthase [2.3.1.47],0,29.0643,0,0,0,0
ABC-16-RXN: (expasy) ABC-type maltose transporter [7.5.2.1],0,0,0,0,0,0
ABC-23-RXN: (expasy) ABC-type phosphonate transporter [7.3.2.2],18.1595,15.4165,0,0,0,0
ABC-27-RXN: (expasy) ABC-type phosphate transporter [7.3.2.1],0,54.458,0,49.5664,0,0
ABC-64-RXN: (expasy) ABC-type taurine transporter [7.6.2.7],0,5.45309,0,0,0,0
ABC-7-RXN: (expasy) ABC-type sulfate transporter [7.3.2.3],0,0,0,0,0,0
ABC-70-RXN: (expasy) ABC-type sulfate transporter [7.3.2.3],0,0,0,0,0,0
