Gene_Family,072023_Carolina_2023_Baya_057_SSID_S7,072023_Carolina_2023_Baya_059_SSID_S8,072023_Carolina_2023_Baya_061_SSID_S5,072023_Carolina_2023_Baya_063_SSID_S6,122021_Coralina_2021_Baya_019_SSID1_S46,122021_Coralina_2021_Baya_021_SSID2_S36
RXN-7644: (metacyc) D-sorbitol 2-dehydrogenase [1.1.1.14],0,0,32.9298,14.8074,20.813,0
RXN-7657: (expasy) Alcohol dehydrogenase [1.1.1.1],27.476,13.2708,207.209,192.244,238.56,0
"RXN-7669: (expasy) 1,4-alpha-glucan branching enzyme [2.4.1.18]",0,0,115.314,77.5748,0,0
RXN-7682: (expasy) Xanthine dehydrogenase [1.17.1.4],43.2598,17.1271,15.2052,21.905,0,0
RXN-7693: (expasy) Alcohol dehydrogenase [1.1.1.1],27.476,13.2708,207.209,192.244,238.56,0
RXN-7694: (expasy) Alcohol dehydrogenase [1.1.1.1],27.476,13.2708,207.209,192.244,238.56,0
RXN-7697: (expasy) Very-long-chain 3-oxoacyl-CoA synthase [2.3.1.199],0,0,0,0,0,0
RXN-7698: (expasy) Very-long-chain 3-oxoacyl-CoA reductase [1.1.1.330],0,0,0,3.21047,0,0
RXN-7699: (expasy) Enoyl-CoA hydratase 2 [4.2.1.119],0,0,18.1199,0,0,0
RXN-7700: (expasy) Alcohol dehydrogenase [1.1.1.1],27.476,13.2708,207.209,192.244,238.56,0
RXN-7706: (expasy) Alcohol dehydrogenase [1.1.1.1],27.476,13.2708,207.209,192.244,238.56,0
"RXN-7710: (expasy) 1,4-alpha-glucan branching enzyme [2.4.1.18]",0,0,115.314,77.5748,0,0
RXN-7716: (expasy) Dihydrolipoyl dehydrogenase [1.8.1.4],33.4002,136.478,239.051,525.932,127.542,0
RXN-7719: (expasy) Dihydrolipoyl dehydrogenase [1.8.1.4],33.4002,136.478,239.051,525.932,127.542,0
RXN-7737: (expasy) LL-diaminopimelate aminotransferase [2.6.1.83],0,0,38.6136,30.9068,33.1518,0
RXN-7743: (expasy) (R)-citramalate synthase [2.3.1.182],0,0,26.7208,39.9909,54.4188,0
RXN-7774: (expasy) 2-oxoglutarate decarboxylase [4.1.1.71],0,0,0,18.5611,15.2586,0
RXN-7784: (expasy) Dihydroflavanol 4-reductase [1.1.1.219],0,0,0,0,0,0
RXN-7836: (expasy) Delta(3)-Delta(2)-enoyl-CoA isomerase [5.3.3.8],0,0,10.5094,15.5563,0,0
RXN-7903: (expasy) Stearoyl-[acyl-carrier-protein] 9-desaturase [1.14.19.2],0,0,0,3.79056,0,0
RXN-7904: (expasy) Long-chain-fatty-acid--CoA ligase [6.2.1.3],85.324,31.3323,0,211.391,139.606,0
RXN-7919: (expasy) Hydroxyacylglutathione hydrolase [3.1.2.6],22.1063,23.942,40.8537,77.3029,104.266,0
RXN-7929: (expasy) Citryl-CoA lyase [4.1.3.34],0,0,0,3.46012,0,0
RXN-7931: (expasy) Delta(3)-Delta(2)-enoyl-CoA isomerase [5.3.3.8],0,0,10.5094,15.5563,0,0
RXN-7933: (expasy) Acetylornithine deacetylase [3.5.1.16],52.4091,42.7382,13.8456,63.8537,151.283,0
RXN-8001: (expasy) Histidinol dehydrogenase [1.1.1.23],80.4324,157.86,252.361,321.872,59.5603,3.64102
RXN-8036: (expasy) Beta-glucosidase [3.2.1.21],0,0,50.3091,32.5963,32.89,0
RXN-8052: (expasy) Cysteine-S-conjugate beta-lyase [4.4.1.13],0,0,0,7.6419,0,0
RXN-8054: (expasy) Cysteine-S-conjugate beta-lyase [4.4.1.13],0,0,0,7.6419,0,0
RXN-8080: (expasy) Coenzyme F420-0:L-glutamate ligase [6.3.2.31],0,0,0,4.55524,0,0
RXN-8156: (expasy) Sulfide-cytochrome-c reductase (flavocytochrome c) [1.8.2.3],0,0,0,0,0,0
RXN-8166: (expasy) (NAD(P)H) [1.5.1.1],0,0,0,4.30136,0,0
RXN-8269: (expasy) Sulfhydrogenase [1.12.98.4],0,0,0,5.22847,0,0
"RXN-8340: (expasy) GTP 3',8-cyclase [4.1.99.22]",0,15.2467,85.5801,89.6102,71.0541,0
RXN-8342: (expasy) Molybdopterin synthase [2.8.1.12],23.4219,0,44.5332,26.3002,56.8726,0
RXN-8344: (expasy) Molybdopterin adenylyltransferase [2.7.7.75],0,0,31.6688,10.6669,22.8179,0
RXN-8348: (expasy) Molybdopterin molybdotransferase [2.10.1.1],0,0,0,20.8919,0,0
RXN-8389: (expasy) Stearoyl-[acyl-carrier-protein] 9-desaturase [1.14.19.2],0,0,0,3.79056,0,0
RXN-8391: (expasy) Beta-ketoacyl-[acyl-carrier-protein] synthase II [2.3.1.179],20.4822,19.2594,178.411,193.665,23.7119,0
RXN-8457: (expasy) 2-oxoglutarate carboxylase [6.4.1.7],0,12.6626,0,0,0,0
RXN-8505: (expasy) 4-hydroxyphenylacetate 3-monooxygenase [1.14.14.9],0,0,0,5.41237,0,0
RXN-8527: (expasy) 2-hydroxymuconate-6-semialdehyde dehydrogenase [1.2.1.85],0,0,0,4.6468,0,0
RXN-8529: (expasy) 2-hydroxymuconate tautomerase [5.3.2.6],0,0,0,19.0598,0,0
RXN-8568: (expasy) Acryloyl-CoA reductase (NADH) [1.3.1.95],0,0,7.76406,6.15337,0,0
RXN-8580: (expasy) Aryl-alcohol dehydrogenase [1.1.1.90],0,0,0,5.77985,31.4351,0
RXN-8581: (expasy) Aryl-alcohol dehydrogenase [1.1.1.90],0,0,0,5.77985,31.4351,0
RXN-8629: (expasy) Dihydrolipoyl dehydrogenase [1.8.1.4],33.4002,136.478,239.051,525.932,127.542,0
RXN-8630: (expasy) Unspecific monooxygenase [1.14.14.1],0,0,0,0,0,16.2361
RXN-8631: (expasy) Fructose-bisphosphate aldolase [4.1.2.13],68.647,238.331,204.389,294.951,320.227,9.66839
RXN-8635: (expasy) Peroxidase [1.11.1.7],14.3136,0,8.27642,7.47302,0,0
RXN-864: (expasy) Succinyl-CoA:(R)-benzylsuccinate CoA-transferase [2.8.3.15],0,0,0,15.3393,0,0
RXN-8643: (expasy) Tartrate dehydrogenase [1.1.1.93],28.8399,24.2301,52.0823,55.8545,66.2079,0
RXN-865: (expasy) (R)-benzylsuccinyl-CoA dehydrogenase [1.3.8.3],0,0,12.0606,31.3884,23.1363,0
"RXN-8664: (expasy) Indoleamine 2,3-dioxygenase [1.13.11.52]",0,0,0,1.58279,0,0
RXN-8665: (expasy) AMBIGUOUS [1.13.11.11; 1.13.11.52],0,0,0,1.58279,0,0
RXN-8667: (expasy) Catalase peroxidase [1.11.1.21],162.004,157.477,447.185,577.109,250.184,3.51383
RXN-8668: (expasy) Peptide-methionine (S)-S-oxide reductase [1.8.4.11],59.1191,36.1418,221.041,256.101,174.591,0
RXN-8670: (expasy) Pentachlorophenol monooxygenase [1.14.13.50],0,0,20.5171,3.45484,0,0
RXN-8672: (expasy) Glycine oxidase [1.4.3.19],0,0,4.42848,12.4154,0,0
RXN-8673: (expasy) Glycine oxidase [1.4.3.19],0,0,4.42848,12.4154,0,0
RXN-8674: (expasy) Glycine oxidase [1.4.3.19],0,0,4.42848,12.4154,0,0
RXN-8739: (expasy) 4-nitrophenol 4-monooxygenase [1.14.13.167],0,0,0,5.24868,0,0
RXN-8748: (expasy) Alkaline phosphatase [3.1.3.1],0,0,39.2984,45.1465,0,0
RXN-8751: (expasy) Xanthine dehydrogenase [1.17.1.4],43.2598,17.1271,15.2052,21.905,0,0
RXN-8752: (expasy) Xanthine dehydrogenase [1.17.1.4],43.2598,17.1271,15.2052,21.905,0,0
RXN-8753: (expasy) Xanthine dehydrogenase [1.17.1.4],43.2598,17.1271,15.2052,21.905,0,0
RXN-8760: (expasy) Cobalt-factor II C(20)-methyltransferase [2.1.1.151],0,0,38.1291,15.8379,0,0
RXN-8764: (expasy) Cobalt-precorrin-5B (C(1))-methyltransferase [2.1.1.195],0,0,0,8.41987,0,0
RXN-8768: (expasy) Cobalt-precorrin-8 methylmutase [5.4.99.60],0,0,65.5489,0,0,0
"RXN-8769: (expasy) Cobyrinate a,c-diamide synthase (glutamine-hydrolyzing) [6.3.5.11]",0,0,5.50553,1.77195,0,0
RXN-8770: (expasy) Adenosylcobalamin/alpha-ribazole phosphatase [3.1.3.73],0,0,60.851,12.2409,0,0
RXN-8772: (expasy) Aldose reductase [1.1.1.21],0,0,0,10.0813,0,0
"RXN-8775: (expasy) 2,5-dioxovalerate dehydrogenase [1.2.1.26]",0,0,0,13.8732,0,0
RXN-8782: (expasy) L-sorbose 1-dehydrogenase [1.1.99.32],0,0,0,15.1258,0,0
RXN-8783: (expasy) Gluconolactonase [3.1.1.17],24.0102,15.4331,6.73654,14.919,70.2031,0
RXN-8786: (expasy) Chlorophyllide a reductase [1.3.7.15],0,0,6.28303,38.9262,20.8976,0
RXN-8792: (expasy) Chlorophyllide a reductase [1.3.7.15],0,0,6.28303,38.9262,20.8976,0
RXN-8807: (expasy) Succinyl-CoA:acetate CoA-transferase [2.8.3.18],0,0,0,8.37147,0,0
"RXN-8818: (expasy) 2-aminophenol 1,6-dioxygenase [1.13.11.74]",0,0,0,3.26837,0,0
RXN-8831: (expasy) Aminomuconate-semialdehyde dehydrogenase [1.2.1.32],0,0,0,11.8994,0,0
"RXN-8832: (expasy) 2-aminophenol 1,6-dioxygenase [1.13.11.74]",0,0,0,3.26837,0,0
"RXN-8836: (expasy) 2-amino-5-chlorophenol 1,6-dioxygenase [1.13.11.76]",0,0,0,3.26837,0,0
RXN-8837: (expasy) Aminomuconate-semialdehyde dehydrogenase [1.2.1.32],0,0,0,11.8994,0,0
RXN-8840: (expasy) 2-aminomuconate deaminase [3.5.99.5],0,0,0,0,0,0
RXN-8841: (expasy) 2-oxo-3-hexenedioate decarboxylase [4.1.1.77],0,0,18.743,13.1216,41.6115,0
RXN-8850: (expasy) Thymidylate synthase (FAD) [2.1.1.148],41.0059,18.3218,62.5053,59.6787,251.16,0
RXN-8851: (metacyc) a NDP-glucose glucosyl-3-phosphoglycerate synthase [2.4.1.266],0,0,0,0,0,0
RXN-8872: (expasy) Unspecific monooxygenase [1.14.14.1],0,0,0,0,0,16.2361
RXN-8890: (expasy) 4-hydroxybutanoyl-CoA dehydratase [4.2.1.120],0,0,0,1.57796,0,0
RXN-8891: (expasy) Succinate-semialdehyde dehydrogenase (acetylating) [1.2.1.76],0,0,0,2.78712,0,0
RXN-8959: (expasy) (2S)-methylsuccinyl-CoA dehydrogenase [1.3.8.12],0,0,16.0886,10.9754,0,0
RXN-8960: (expasy) 2-methylfumaryl-CoA hydratase [4.2.1.148],0,0,20.8236,21.6567,14.7825,0
RXN-8961: (expasy) Malyl-CoA lyase [4.1.3.24],0,0,86.349,63.7515,15.8166,0
RXN-8964: (expasy) Succinyl-CoA--L-malate CoA-transferase [2.8.3.22],0,27.6777,16.1688,2.33003,0,0
RXN-8965: (expasy) 3-methylfumaryl-CoA hydratase [4.2.1.153],0,0,11.5135,3.39982,0,0
RXN-8974: (expasy) 3-hydroxypropionate dehydrogenase (NADP(+)) [1.1.1.298],0,0,0,11.0091,0,0
RXN-8975: (expasy) Phospho-N-acetylmuramoyl-pentapeptide-transferase [2.7.8.13],0,0,37.8311,156.088,107.525,0
RXN-8976: (expasy) acetylglucosaminyltransferase [2.4.1.227],14.5287,28.6952,78.1162,66.0168,0,0
RXN-8979: (expasy) 2-methylcitrate dehydratase (2-methyl-trans-aconitate forming) [4.2.1.117],0,0,0,3.53604,0,0
RXN-8988: (expasy) Succinate--CoA ligase (GDP-forming) [6.2.1.4],0,0,6.35887,0,0,0
RXN-8992: (expasy) All-trans-octaprenyl-diphosphate synthase [2.5.1.90],0,0,6.69764,46.1227,0,0
RXN-8999: (expasy) diphosphate specific) [2.5.1.31],0,8.89105,69.6145,39.7523,37.7557,0
RXN-9000: (expasy) Glucuronosyltransferase [2.4.1.17],0,0,0,0,0,40.894
RXN-9003: (expasy) 4-hydroxybenzoate polyprenyltransferase [2.5.1.39],0,0,9.32504,0,0,0
RXN-9023: (expasy) 4-alpha-glucanotransferase [2.4.1.25],0,0,0,35.8753,0,0
"RXN-9024: (expasy) Glucan 1,4-alpha-glucosidase [3.2.1.3]",0,0,0,11.0379,0,0
RXN-9025: (expasy) Glycogen phosphorylase [2.4.1.1],0,12.9916,353.102,181.914,43.8277,4.77295
RXN-9087: (expasy) Acrylyl-CoA reductase (NADPH) [1.3.1.84],0,0,10.9276,16.7669,0,0
RXN-9106: (expasy) All-trans-decaprenyl-diphosphate synthase [2.5.1.91],0,0,11.3615,3.63872,27.3313,0
RXN-9157: (expasy) Gamma-glutamyltransferase [2.3.2.2],0,0,119.936,154.846,89.5479,0
"RXN-9190: (expasy) 1,4-dihydroxy-2-naphthoate polyprenyltransferase [2.5.1.74]",0,0,4.38381,46.5986,26.7168,0
RXN-9191: (expasy) Demethylmenaquinone methyltransferase [2.1.1.163],0,20.0839,115.518,202.992,125.827,2.228
"RXN-9204: (expasy) 1,4-dihydroxy-2-naphthoate polyprenyltransferase [2.5.1.74]",0,0,4.38381,46.5986,26.7168,0
RXN-9205: (expasy) Demethylmenaquinone methyltransferase [2.1.1.163],0,20.0839,115.518,202.992,125.827,2.228
"RXN-9217: (expasy) 1,4-dihydroxy-2-naphthoate polyprenyltransferase [2.5.1.74]",0,0,4.38381,46.5986,26.7168,0
RXN-9220: (expasy) Demethylmenaquinone methyltransferase [2.1.1.163],0,20.0839,115.518,202.992,125.827,2.228
RXN-9222: (expasy) 4-hydroxybenzoate polyprenyltransferase [2.5.1.39],0,0,9.32504,0,0,0
RXN-9223: (expasy) 4-hydroxy-3-polyprenylbenzoate decarboxylase [4.1.1.98],0,0,0,12.4508,0,0
RXN-9225: (expasy) 2-polyprenyl-6-hydroxyphenol methylase [2.1.1.222],0,0,10.4076,50.8104,0,0
"RXN-9227: (metacyc) 2-heptaprenyl-6-methoxy-1,4-benzoquinone methyltransferase [2.1.1.201]",0,0,37.8097,101.329,48.9885,0
RXN-9229: (metacyc) 3-demethylubiquinone-7 3-O-methyltransferase [2.1.1.64],55.5451,0,10.4076,133.333,0,0
RXN-9230: (expasy) 4-hydroxybenzoate polyprenyltransferase [2.5.1.39],0,0,9.32504,0,0,0
RXN-9231: (expasy) 4-hydroxy-3-polyprenylbenzoate decarboxylase [4.1.1.98],0,0,0,12.4508,0,0
RXN-9233: (expasy) 2-polyprenyl-6-hydroxyphenol methylase [2.1.1.222],0,0,10.4076,50.8104,0,0
"RXN-9235: (expasy) 2-methoxy-6-polyprenyl-1,4-benzoquinol methylase [2.1.1.201]",0,0,37.8097,101.329,48.9885,0
RXN-9237: (expasy) 3-demethylubiquinol 3-O-methyltransferase [2.1.1.64],55.5451,0,10.4076,133.333,0,0
RXN-9238: (expasy) 4-hydroxy-3-polyprenylbenzoate decarboxylase [4.1.1.98],0,0,0,12.4508,0,0
RXN-9240: (expasy) 2-polyprenyl-6-hydroxyphenol methylase [2.1.1.222],0,0,10.4076,50.8104,0,0
"RXN-9242: (expasy) 2-methoxy-6-polyprenyl-1,4-benzoquinol methylase [2.1.1.201]",0,0,37.8097,101.329,48.9885,0
"RXN-9310: (expasy) 2-succinyl-6-hydroxy-2,4-cyclohexadiene-1-carboxylate synthase [4.2.99.20]",0,0,0,14.3778,0,0
"RXN-9311: (expasy) 1,4-dihydroxy-2-naphthoyl-CoA hydrolase [3.1.2.28]",0,0,0,0,0,0
"RXN-9358: (expasy) 1,4-dihydroxy-2-naphthoate polyprenyltransferase [2.5.1.74]",0,0,4.38381,46.5986,26.7168,0
"RXN-9359: (expasy) 1,4-dihydroxy-2-naphthoate polyprenyltransferase [2.5.1.74]",0,0,4.38381,46.5986,26.7168,0
"RXN-9360: (expasy) 1,4-dihydroxy-2-naphthoate polyprenyltransferase [2.5.1.74]",0,0,4.38381,46.5986,26.7168,0
RXN-9361: (expasy) Demethylmenaquinone methyltransferase [2.1.1.163],0,20.0839,115.518,202.992,125.827,2.228
RXN-9362: (expasy) Demethylmenaquinone methyltransferase [2.1.1.163],0,20.0839,115.518,202.992,125.827,2.228
RXN-9363: (expasy) Demethylmenaquinone methyltransferase [2.1.1.163],0,20.0839,115.518,202.992,125.827,2.228
"RXN-9365: (expasy) 1,4-dihydroxy-2-naphthoate polyprenyltransferase [2.5.1.74]",0,0,4.38381,46.5986,26.7168,0
RXN-9366: (expasy) Demethylmenaquinone methyltransferase [2.1.1.163],0,20.0839,115.518,202.992,125.827,2.228
RXN-9380: (expasy) Carboxynorspermidine decarboxylase [4.1.1.96],0,0,0,5.11433,0,0
RXN-9382: (expasy) Phosphinothricin acetyltransferase [2.3.1.183],0,0,0,13.3494,0,0
RXN-9384: (expasy) Cystathionine gamma-synthase [2.5.1.48],11.9622,29.8377,6.99881,102.548,30.4264,0
RXN-9386: (expasy) Glutamate--tRNA(Gln) ligase [6.1.1.24],0,0,0,6.56297,0,0
"RXN-9407: (expasy) Limonene 1,2-monooxygenase [1.14.13.107]",0,0,0,6.40431,0,0
"RXN-9408: (expasy) Limonene 1,2-monooxygenase [1.14.13.107]",0,0,0,6.40431,0,0
"RXN-9409: (expasy) Limonene 1,2-monooxygenase [1.14.13.107]",0,0,0,6.40431,0,0
RXN-9510: (expasy) FMN reductase (NADH) [1.5.1.42],0,0,0,7.24297,0,0
RXN-9514: (metacyc) acetoacetyl-[acyl-carrier protein] reductase [1.1.1.100],41.17,89.0478,271.288,437.468,418.142,0
RXN-9515: (metacyc) crotonyl-[acyl-carrier protein] reductase (NADP) [1.3.1.10; 1.3.1.39],0,0,0,19.9332,0,0
RXN-9516: (metacyc) 3-oxo-hexanoyl-[acyl-carrier protein] synthase [2.3.1.179; 2.3.1.41],37.0329,47.8823,210.764,239.576,240.701,0
RXN-9518: (metacyc) 3-hydroxyhexanoyl-[acyl-carrier protein] reductase [1.1.1.100],41.17,89.0478,271.288,437.468,418.142,0
RXN-9520: (expasy) 3-hydroxyacyl-[acyl-carrier-protein] dehydratase [4.2.1.59],21.9011,16.2606,157.525,207.314,190.138,0
RXN-9521: (metacyc) trans hex-2-enoyl-[acp] reductase [1.3.1.10; 1.3.1.39],0,0,0,19.9332,0,0
RXN-9523: (metacyc) 3-oxo-octanoyl-[acyl-carrier protein] synthase [2.3.1.179; 2.3.1.41],37.0329,47.8823,210.764,239.576,240.701,0
RXN-9524: (metacyc) 3-oxo-octanoyl-[acyl-carrier protein] reductase [1.1.1.100],41.17,89.0478,271.288,437.468,418.142,0
RXN-9526: (metacyc) trans oct-2-enoyl-[acyl-carrier protein] reductase [1.3.1.10; 1.3.1.39],0,0,0,19.9332,0,0
RXN-9527: (metacyc) 3-oxo-decanoyl-[acyl-carrier protein] synthase [2.3.1.179; 2.3.1.41],37.0329,47.8823,210.764,239.576,240.701,0
RXN-9528: (metacyc) 3-oxo-decanoyl-[acyl-carrier protein] reductase [1.1.1.100],41.17,89.0478,271.288,437.468,418.142,0
RXN-9530: (metacyc) trans-&Delta;2-decenoyl-[acp]reductase [1.3.1.10; 1.3.1.39],0,0,0,19.9332,0,0
RXN-9531: (metacyc) 3-oxo-dodecanoyl-[acyl-carrier protein] synthase [2.3.1.179; 2.3.1.41],37.0329,47.8823,210.764,239.576,240.701,0
RXN-9532: (metacyc) 3-oxo-dodecanoyl-[acyl-carrier protein] reductase [1.1.1.100],41.17,89.0478,271.288,437.468,418.142,0
RXN-9533: (expasy) 3-hydroxyacyl-[acyl-carrier-protein] dehydratase [4.2.1.59],21.9011,16.2606,157.525,207.314,190.138,0
RXN-9534: (metacyc) trans dodec-2-enoyl-[acyl-carrier protein] reductase [1.3.1.10; 1.3.1.39],0,0,0,19.9332,0,0
RXN-9535: (expasy) AMBIGUOUS [2.3.1.179; 2.3.1.41],20.4822,19.2594,178.411,193.665,23.7119,0
RXN-9536: (metacyc) 3-oxo-meristoyl-[acyl-carrier protein] reductase [1.1.1.100],41.17,89.0478,271.288,437.468,418.142,0
RXN-9537: (expasy) 3-hydroxyacyl-[acyl-carrier-protein] dehydratase [4.2.1.59],21.9011,16.2606,157.525,207.314,190.138,0
RXN-9538: (metacyc) trans tetradec-2-enoyl-[acyl-carrier-protein] reductase [1.3.1.10; 1.3.1.39],0,0,0,19.9332,0,0
RXN-9539: (metacyc) 3-oxo-palmitoyl-[acyl-carrier protein] synthase [2.3.1.179; 2.3.1.41],37.0329,47.8823,210.764,239.576,240.701,0
RXN-9540: (metacyc) 3-oxo-palmitoyl-[acyl-carrier protein] reductase [1.1.1.100],41.17,89.0478,271.288,437.468,418.142,0
"RXN-9542: (metacyc) trans hexadecenoyl-[acp] reductase (NADPH, B-specific) [1.3.1.10; 1.3.1.39]",0,0,0,19.9332,0,0
RXN-9543: (expasy) Very-long-chain 3-oxoacyl-CoA synthase [2.3.1.199],0,0,0,0,0,0
RXN-9545: (metacyc) 3-hydroxystearoyl-dehydratase [4.2.1.119],0,0,18.1199,0,0,0
RXN-9552: (metacyc) 3-oxo-petroslinoyl-[acyl-carrier protein] reductase [1.1.1.100],41.17,89.0478,271.288,437.468,418.142,0
RXN-9556: (metacyc) 3-oxo-cis-vaccenoyl-[acyl-carrier protein] reductase [1.1.1.100],41.17,89.0478,271.288,437.468,418.142,0
RXN-9557: (metacyc) 3-hydroxy-cis-vaccenoyl-[acyl-carrier protein] dehydratase [4.2.1.59],21.9011,16.2606,157.525,207.314,190.138,0
RXN-9558: (expasy) Enoyl-[acyl-carrier-protein] reductase (NADH) [1.3.1.9],20.7361,15.8357,167.759,247.519,33.7234,0
RXN-9590: (expasy) Phosphate acyltransferase [2.3.1.274],0,10.5533,25.4633,21.4361,0,0
RXN-9591: (expasy) Acyl phosphate:glycerol-3-phosphate acyltransferase [2.3.1.275],0,0,23.9705,0,9.59345,0
RXN-9592: (expasy) Sulfoacetaldehyde dehydrogenase [1.2.1.73],0,0,0,17.6626,0,0
RXN-9601: (expasy) Acyl-CoA (9+3)-desaturase [1.14.19.6],0,0,31.7566,0,0,0
RXN-9616: (expasy) Acyl-CoA (9+3)-desaturase [1.14.19.6],0,0,31.7566,0,0,0
RXN-9623: (expasy) Long-chain-fatty-acid--CoA ligase [6.2.1.3],85.324,31.3323,0,211.391,139.606,0
RXN-9632: (metacyc) 3-oxo-stearoyl-[acyl-carrier protein] synthase [2.3.1.41],37.0329,47.8823,210.764,239.576,240.701,0
RXN-9633: (metacyc) 3-oxo-stearoyl-[acyl-carrier protein] reductase [1.1.1.100],41.17,89.0478,271.288,437.468,418.142,0
RXN-9634: (expasy) 3-hydroxyacyl-[acyl-carrier-protein] dehydratase [4.2.1.59],21.9011,16.2606,157.525,207.314,190.138,0
RXN-9635: (metacyc) trans-octadec-2-enoyl-[acyl-carrier-protein] reductase [1.3.1.9],20.7361,15.8357,167.759,247.519,33.7234,0
RXN-9644: (expasy) Long-chain-fatty-acid--CoA ligase [6.2.1.3],85.324,31.3323,0,211.391,139.606,0
RXN-9648: (expasy) Beta-ketoacyl-[acyl-carrier-protein] synthase I [2.3.1.41],37.0329,47.8823,210.764,239.576,240.701,0
RXN-9650: (expasy) Beta-ketoacyl-[acyl-carrier-protein] synthase I [2.3.1.41],37.0329,47.8823,210.764,239.576,240.701,0
RXN-9651: (expasy) Beta-ketoacyl-[acyl-carrier-protein] synthase I [2.3.1.41],37.0329,47.8823,210.764,239.576,240.701,0
RXN-9652: (expasy) Beta-ketoacyl-[acyl-carrier-protein] synthase I [2.3.1.41],37.0329,47.8823,210.764,239.576,240.701,0
RXN-9653: (expasy) Beta-ketoacyl-[acyl-carrier-protein] synthase I [2.3.1.41],37.0329,47.8823,210.764,239.576,240.701,0
RXN-9654: (expasy) Beta-ketoacyl-[acyl-carrier-protein] synthase I [2.3.1.41],37.0329,47.8823,210.764,239.576,240.701,0
RXN-9655: (expasy) 3-hydroxyacyl-[acyl-carrier-protein] dehydratase [4.2.1.59],21.9011,16.2606,157.525,207.314,190.138,0
RXN-9657: (metacyc) crotonyl-[acp] reductase [1.3.1.9],20.7361,15.8357,167.759,247.519,33.7234,0
RXN-9658: (metacyc) trans hex-2-enoyl-[acp]-reductase [1.3.1.9],20.7361,15.8357,167.759,247.519,33.7234,0
RXN-9659: (metacyc) trans oct-2-enoyl-[acp] reductase [1.3.1.9],20.7361,15.8357,167.759,247.519,33.7234,0
RXN-9660: (metacyc) trans-&Delta;2-decenoyl-[acp]-reductase [1.3.1.9],20.7361,15.8357,167.759,247.519,33.7234,0
RXN-9661: (metacyc) trans dodec-2-enoyl-[acp] reductase [1.3.1.9],20.7361,15.8357,167.759,247.519,33.7234,0
RXN-9662: (metacyc) trans tetradec-2-enoyl-[acp] reductase [1.3.1.9],20.7361,15.8357,167.759,247.519,33.7234,0
RXN-9663: (metacyc) trans hexadecenoyl-[acp] reductase [1.3.1.9],20.7361,15.8357,167.759,247.519,33.7234,0
RXN-9673: (expasy) Long-chain-fatty-acid--CoA ligase [6.2.1.3],85.324,31.3323,0,211.391,139.606,0
RXN-9674: (expasy) Beta-glucosidase [3.2.1.21],0,0,50.3091,32.5963,32.89,0
RXN-969: (expasy) (S)-2-hydroxy-acid oxidase [1.1.3.15],0,0,7.03872,9.02445,37.6702,0
"RXN-9731: (expasy) Protocatechuate 3,4-dioxygenase [1.13.11.3]",0,12.8008,16.6945,33.9141,0,0
RXN-9736: (expasy) Dimethylsulfoniopropionate demethylase [2.1.1.269],0,0,0,5.30132,0,0
RXN-9758: (expasy) Betaine-aldehyde dehydrogenase [1.2.1.8],0,20.3222,15.5415,83.3932,87.799,0
RXN-9763: (expasy) Dimethyl sulfide:cytochrome c2 reductase [1.8.2.4],0,0,0,6.02397,0,0
RXN-9787: (metacyc) cysteine:[ThiI sulfur-carrier protein]-L-cysteine sulfurtransferase desulfurase [2.8.1.7],43.4607,0,294.379,253.927,72.107,0
RXN-9789: (expasy) Sulfur carrier protein ThiS adenylyltransferase [2.7.7.73],0,0,4.79091,0,0,0
RXN-9797: (expasy) Alpha-methylacyl-CoA racemase [5.1.99.4],0,0,0,3.32897,0,0
RXN-982: (expasy) Arsenate reductase (glutathione/glutaredoxin) [1.20.4.1],24.5987,0,34.7144,46.5393,143.514,0
RXN-9845: (expasy) Alpha-methylacyl-CoA racemase [5.1.99.4],0,0,0,3.32897,0,0
RXN-9850: (expasy) Propanoyl-CoA C-acyltransferase [2.3.1.176],0,0,0,4.98639,0,0
RXN-9857: (expasy) Carboxymethylenebutenolidase [3.1.1.45],14.25,0,6.84849,21.2069,22.4067,0
"RXN-9866: (expasy) 2,4-dichlorophenol 6-monooxygenase [1.14.13.20]",0,0,0,6.2699,0,0
RXN-9868: (expasy) Carboxymethylenebutenolidase [3.1.1.45],14.25,0,6.84849,21.2069,22.4067,0
RXN-9885: (expasy) Maleylacetate reductase [1.3.1.32],0,0,0,23.7589,0,0
RXN-9887: (expasy) Carboxymethylenebutenolidase [3.1.1.45],14.25,0,6.84849,21.2069,22.4067,0
RXN-9890: (expasy) Carboxymethylenebutenolidase [3.1.1.45],14.25,0,6.84849,21.2069,22.4067,0
RXN-9891: (expasy) Maleylacetate reductase [1.3.1.32],0,0,0,23.7589,0,0
RXN-9909: (expasy) Aryl-alcohol dehydrogenase [1.1.1.90],0,0,0,5.77985,31.4351,0
RXN-9912: (metacyc) 4-chlorosalicylate monooxygenase [1.14.13.1],0,0,0,0,20.8914,0
RXN-9914: (metacyc) 5-chlorosalicylate 1-monooxygenase [1.14.13.1],0,0,0,0,20.8914,0
RXN-9929: (expasy) Dihydroorotate oxidase (fumarate) [1.3.98.1],0,0,8.02834,18.1278,24.0304,0
RXN-9944: (expasy) Ferredoxin:thioredoxin reductase [1.8.7.2],0,0,61.6486,7.43528,0,0
