Gene_Family,072023_Carolina_2023_Baya_057_SSID_S7,072023_Carolina_2023_Baya_059_SSID_S8,072023_Carolina_2023_Baya_061_SSID_S5,072023_Carolina_2023_Baya_063_SSID_S6,122021_Coralina_2021_Baya_019_SSID1_S46,122021_Coralina_2021_Baya_021_SSID2_S36
RXN-21265: (expasy) Ribonucleoside-triphosphate reductase (thioredoxin) [1.17.4.2],0,0,0,8.91548,0,0
RXN-21266: (expasy) DNA-formamidopyrimidine glycosylase [3.2.2.23],22.5219,0,82.1276,115.769,88.3259,0
RXN-21274: (expasy) NADH:ubiquinone reductase (H(+)-translocating) [7.1.1.2],0,20.0131,39.1509,78.216,68.1315,7.29035
RXN-21295: (expasy) Molybdenum cofactor guanylyltransferase [2.7.7.77],0,0,6.795,50.9368,50.8302,0
RXN-21298: (expasy) Glucosyl-3-phosphoglycerate synthase [2.4.1.266],0,0,0,0,0,0
RXN-21315: (expasy) S-methyl-5-thioribose-1-phosphate isomerase [5.3.1.23],0,0,117.83,73.6568,73.1978,0
RXN-21316: (expasy) 5-deoxyribulose 1-phosphate aldolase [4.1.2.62],0,0,0,4.14939,0,0
RXN-21317: (expasy) S-methyl-5-thioribose kinase [2.7.1.100],0,40.287,31.8138,8.57208,0,0
RXN-21318: (expasy) 5-deoxyribulose 1-phosphate aldolase [4.1.2.62],0,0,0,4.14939,0,0
RXN-21350: (expasy) Deoxyribonuclease V [3.1.21.7],0,0,51.9062,12.3048,0,0
RXN-21393: (expasy) Succinate dehydrogenase (quinone) [1.3.5.1],147.89,50.595,133.101,223.895,64.2908,2.36675
RXN-21394: (expasy) Succinate dehydrogenase (quinone) [1.3.5.1],147.89,50.595,133.101,223.895,64.2908,2.36675
RXN-21399: (expasy) Triacylglycerol lipase [3.1.1.3],0,0,0,21.441,22.4608,0
RXN-21405: (expasy) Glycerol-3-phosphate dehydrogenase [1.1.5.3],0,0,43.9877,46.9447,56.5951,0
RXN-21414: (expasy) Fumarate reductase (quinol) [1.3.5.4],0,0,9.84108,11.8949,0,0
RXN-21415: (expasy) NADH:ubiquinone reductase (H(+)-translocating) [7.1.1.2],0,20.0131,39.1509,78.216,68.1315,7.29035
RXN-21416: (expasy) Acetylputrescine deacetylase [3.5.1.62],0,0,19.2473,8.3657,0,0
RXN-21418: (expasy) N-substituted formamide deformylase [3.5.1.91],0,0,78.5888,40.1079,0,0
RXN-21431: (expasy) 3-oxosteroid 1-dehydrogenase [1.3.99.4],0,0,0,7.23831,30.7055,0
RXN-21432: (expasy) Beta-N-acetylhexosaminidase [3.2.1.52],0,0,35.0515,54.9305,0,0
RXN-21438: (expasy) Homospermidine synthase [2.5.1.44],0,0,0,0,46.573,0
RXN-21443: (expasy) Long-chain-fatty-acid--CoA ligase [6.2.1.3],85.324,31.3323,0,211.391,139.606,0
RXN-21445: (expasy) Long-chain-fatty-acid--CoA ligase [6.2.1.3],85.324,31.3323,0,211.391,139.606,0
RXN-21446: (expasy) Long-chain-fatty-acid--CoA ligase [6.2.1.3],85.324,31.3323,0,211.391,139.606,0
RXN-21447: (expasy) Long-chain-fatty-acid--CoA ligase [6.2.1.3],85.324,31.3323,0,211.391,139.606,0
RXN-21448: (expasy) Long-chain-fatty-acid--CoA ligase [6.2.1.3],85.324,31.3323,0,211.391,139.606,0
RXN-21449: (expasy) Long-chain-fatty-acid--CoA ligase [6.2.1.3],85.324,31.3323,0,211.391,139.606,0
RXN-21450: (expasy) Long-chain-fatty-acid--CoA ligase [6.2.1.3],85.324,31.3323,0,211.391,139.606,0
RXN-21452: (expasy) Aerobic carbon monoxide dehydrogenase [1.2.5.3],0,0,17.0399,25.7882,0,0
RXN-21484: (expasy) 3-oxosteroid 1-dehydrogenase [1.3.99.4],0,0,0,7.23831,30.7055,0
RXN-21508: (expasy) diphosphate specific) [2.5.1.89],0,0,0,2.27995,0,0
RXN-21509: (expasy) diphosphate specific) [2.5.1.87],0,0,0,4.3731,0,0
RXN-21510: (expasy) diphosphate specific) [2.5.1.87],0,0,0,4.3731,0,0
RXN-21511: (expasy) diphosphate specific) [2.5.1.89],0,0,0,2.27995,0,0
RXN-21514: (expasy) Caffeoyl-CoA O-methyltransferase [2.1.1.104],0,0,11.3384,1.85655,0,0
RXN-21557: (expasy) Malate dehydrogenase (quinone) [1.1.5.4],0,0,0,18.2845,84.6588,0
RXN-21560: (expasy) Cysteine desulfurase [2.8.1.7],43.4607,0,294.379,253.927,72.107,0
RXN-21566: (expasy) Cysteine desulfurase [2.8.1.7],43.4607,0,294.379,253.927,72.107,0
RXN-21601: (expasy) Molybdenum cofactor guanylyltransferase [2.7.7.77],0,0,6.795,50.9368,50.8302,0
RXN-21614: (expasy) 3-oxoacyl-[acyl-carrier-protein] reductase [1.1.1.100],41.17,89.0478,271.288,437.468,418.142,0
RXN-21615: (expasy) 3-hydroxyacyl-[acyl-carrier-protein] dehydratase [4.2.1.59],21.9011,16.2606,157.525,207.314,190.138,0
RXN-21616: (expasy) Enoyl-[acyl-carrier-protein] reductase (NADH) [1.3.1.9],20.7361,15.8357,167.759,247.519,33.7234,0
RXN-21617: (expasy) Beta-ketoacyl-[acyl-carrier-protein] synthase II [2.3.1.179],20.4822,19.2594,178.411,193.665,23.7119,0
RXN-21618: (expasy) 3-oxoacyl-[acyl-carrier-protein] reductase [1.1.1.100],41.17,89.0478,271.288,437.468,418.142,0
RXN-21619: (expasy) 3-hydroxyacyl-[acyl-carrier-protein] dehydratase [4.2.1.59],21.9011,16.2606,157.525,207.314,190.138,0
RXN-21620: (expasy) Enoyl-[acyl-carrier-protein] reductase (NADH) [1.3.1.9],20.7361,15.8357,167.759,247.519,33.7234,0
RXN-21621: (expasy) Beta-ketoacyl-[acyl-carrier-protein] synthase II [2.3.1.179],20.4822,19.2594,178.411,193.665,23.7119,0
RXN-21622: (expasy) 3-oxoacyl-[acyl-carrier-protein] reductase [1.1.1.100],41.17,89.0478,271.288,437.468,418.142,0
RXN-21623: (expasy) 3-hydroxyacyl-[acyl-carrier-protein] dehydratase [4.2.1.59],21.9011,16.2606,157.525,207.314,190.138,0
RXN-21624: (expasy) Enoyl-[acyl-carrier-protein] reductase (NADH) [1.3.1.9],20.7361,15.8357,167.759,247.519,33.7234,0
RXN-21625: (expasy) Beta-ketoacyl-[acyl-carrier-protein] synthase II [2.3.1.179],20.4822,19.2594,178.411,193.665,23.7119,0
RXN-21626: (expasy) 3-oxoacyl-[acyl-carrier-protein] reductase [1.1.1.100],41.17,89.0478,271.288,437.468,418.142,0
RXN-21627: (expasy) 3-hydroxyacyl-[acyl-carrier-protein] dehydratase [4.2.1.59],21.9011,16.2606,157.525,207.314,190.138,0
RXN-21628: (expasy) Enoyl-[acyl-carrier-protein] reductase (NADH) [1.3.1.9],20.7361,15.8357,167.759,247.519,33.7234,0
RXN-21629: (expasy) Beta-ketoacyl-[acyl-carrier-protein] synthase II [2.3.1.179],20.4822,19.2594,178.411,193.665,23.7119,0
RXN-21631: (expasy) 3-oxoacyl-[acyl-carrier-protein] reductase [1.1.1.100],41.17,89.0478,271.288,437.468,418.142,0
RXN-21632: (expasy) 3-hydroxyacyl-[acyl-carrier-protein] dehydratase [4.2.1.59],21.9011,16.2606,157.525,207.314,190.138,0
RXN-21633: (expasy) Enoyl-[acyl-carrier-protein] reductase (NADH) [1.3.1.9],20.7361,15.8357,167.759,247.519,33.7234,0
RXN-21634: (expasy) Beta-ketoacyl-[acyl-carrier-protein] synthase II [2.3.1.179],20.4822,19.2594,178.411,193.665,23.7119,0
RXN-21635: (expasy) 3-oxoacyl-[acyl-carrier-protein] reductase [1.1.1.100],41.17,89.0478,271.288,437.468,418.142,0
RXN-21636: (expasy) 3-hydroxyacyl-[acyl-carrier-protein] dehydratase [4.2.1.59],21.9011,16.2606,157.525,207.314,190.138,0
RXN-21637: (expasy) Enoyl-[acyl-carrier-protein] reductase (NADH) [1.3.1.9],20.7361,15.8357,167.759,247.519,33.7234,0
"RXN-21639: (expasy) Enoyl-[acyl-carrier-protein] reductase (NADPH, Si-specific) [1.3.1.10]",0,0,0,19.9332,0,0
"RXN-21640: (expasy) Enoyl-[acyl-carrier-protein] reductase (NADPH, Si-specific) [1.3.1.10]",0,0,0,19.9332,0,0
"RXN-21641: (expasy) Enoyl-[acyl-carrier-protein] reductase (NADPH, Si-specific) [1.3.1.10]",0,0,0,19.9332,0,0
"RXN-21642: (expasy) Enoyl-[acyl-carrier-protein] reductase (NADPH, Si-specific) [1.3.1.10]",0,0,0,19.9332,0,0
"RXN-21643: (expasy) Enoyl-[acyl-carrier-protein] reductase (NADPH, Si-specific) [1.3.1.10]",0,0,0,19.9332,0,0
"RXN-21644: (expasy) Enoyl-[acyl-carrier-protein] reductase (NADPH, Si-specific) [1.3.1.10]",0,0,0,19.9332,0,0
RXN-21645: (expasy) 3-oxoacyl-[acyl-carrier-protein] reductase [1.1.1.100],41.17,89.0478,271.288,437.468,418.142,0
RXN-21646: (expasy) 3-hydroxyacyl-[acyl-carrier-protein] dehydratase [4.2.1.59],21.9011,16.2606,157.525,207.314,190.138,0
RXN-21647: (expasy) Enoyl-[acyl-carrier-protein] reductase (NADH) [1.3.1.9],20.7361,15.8357,167.759,247.519,33.7234,0
"RXN-21648: (expasy) Enoyl-[acyl-carrier-protein] reductase (NADPH, Si-specific) [1.3.1.10]",0,0,0,19.9332,0,0
RXN-21649: (expasy) Beta-ketoacyl-[acyl-carrier-protein] synthase II [2.3.1.179],20.4822,19.2594,178.411,193.665,23.7119,0
RXN-21650: (expasy) 3-oxoacyl-[acyl-carrier-protein] reductase [1.1.1.100],41.17,89.0478,271.288,437.468,418.142,0
RXN-21651: (expasy) 3-hydroxyacyl-[acyl-carrier-protein] dehydratase [4.2.1.59],21.9011,16.2606,157.525,207.314,190.138,0
RXN-21652: (expasy) Enoyl-[acyl-carrier-protein] reductase (NADH) [1.3.1.9],20.7361,15.8357,167.759,247.519,33.7234,0
"RXN-21653: (expasy) Enoyl-[acyl-carrier-protein] reductase (NADPH, Si-specific) [1.3.1.10]",0,0,0,19.9332,0,0
RXN-21654: (expasy) Beta-ketoacyl-[acyl-carrier-protein] synthase II [2.3.1.179],20.4822,19.2594,178.411,193.665,23.7119,0
RXN-21655: (expasy) 3-oxoacyl-[acyl-carrier-protein] reductase [1.1.1.100],41.17,89.0478,271.288,437.468,418.142,0
RXN-21656: (expasy) 3-hydroxyacyl-[acyl-carrier-protein] dehydratase [4.2.1.59],21.9011,16.2606,157.525,207.314,190.138,0
RXN-21657: (expasy) Enoyl-[acyl-carrier-protein] reductase (NADH) [1.3.1.9],20.7361,15.8357,167.759,247.519,33.7234,0
"RXN-21658: (expasy) Enoyl-[acyl-carrier-protein] reductase (NADPH, Si-specific) [1.3.1.10]",0,0,0,19.9332,0,0
RXN-21659: (expasy) Beta-ketoacyl-[acyl-carrier-protein] synthase II [2.3.1.179],20.4822,19.2594,178.411,193.665,23.7119,0
RXN-21660: (expasy) 3-oxoacyl-[acyl-carrier-protein] reductase [1.1.1.100],41.17,89.0478,271.288,437.468,418.142,0
RXN-21661: (expasy) 3-hydroxyacyl-[acyl-carrier-protein] dehydratase [4.2.1.59],21.9011,16.2606,157.525,207.314,190.138,0
RXN-21662: (expasy) Enoyl-[acyl-carrier-protein] reductase (NADH) [1.3.1.9],20.7361,15.8357,167.759,247.519,33.7234,0
"RXN-21663: (expasy) Enoyl-[acyl-carrier-protein] reductase (NADPH, Si-specific) [1.3.1.10]",0,0,0,19.9332,0,0
RXN-21664: (expasy) Beta-ketoacyl-[acyl-carrier-protein] synthase II [2.3.1.179],20.4822,19.2594,178.411,193.665,23.7119,0
RXN-21665: (expasy) 3-oxoacyl-[acyl-carrier-protein] reductase [1.1.1.100],41.17,89.0478,271.288,437.468,418.142,0
RXN-21666: (expasy) 3-hydroxyacyl-[acyl-carrier-protein] dehydratase [4.2.1.59],21.9011,16.2606,157.525,207.314,190.138,0
RXN-21667: (expasy) Enoyl-[acyl-carrier-protein] reductase (NADH) [1.3.1.9],20.7361,15.8357,167.759,247.519,33.7234,0
"RXN-21668: (expasy) Enoyl-[acyl-carrier-protein] reductase (NADPH, Si-specific) [1.3.1.10]",0,0,0,19.9332,0,0
RXN-21669: (expasy) Beta-ketoacyl-[acyl-carrier-protein] synthase II [2.3.1.179],20.4822,19.2594,178.411,193.665,23.7119,0
RXN-21670: (expasy) 3-oxoacyl-[acyl-carrier-protein] reductase [1.1.1.100],41.17,89.0478,271.288,437.468,418.142,0
RXN-21671: (expasy) 3-hydroxyacyl-[acyl-carrier-protein] dehydratase [4.2.1.59],21.9011,16.2606,157.525,207.314,190.138,0
RXN-21672: (expasy) Enoyl-[acyl-carrier-protein] reductase (NADH) [1.3.1.9],20.7361,15.8357,167.759,247.519,33.7234,0
"RXN-21673: (expasy) Enoyl-[acyl-carrier-protein] reductase (NADPH, Si-specific) [1.3.1.10]",0,0,0,19.9332,0,0
RXN-21676: (expasy) 3-oxoacyl-[acyl-carrier-protein] reductase [1.1.1.100],41.17,89.0478,271.288,437.468,418.142,0
RXN-21677: (expasy) 3-hydroxyacyl-[acyl-carrier-protein] dehydratase [4.2.1.59],21.9011,16.2606,157.525,207.314,190.138,0
RXN-21678: (expasy) Enoyl-[acyl-carrier-protein] reductase (NADH) [1.3.1.9],20.7361,15.8357,167.759,247.519,33.7234,0
"RXN-21679: (expasy) Enoyl-[acyl-carrier-protein] reductase (NADPH, Si-specific) [1.3.1.10]",0,0,0,19.9332,0,0
RXN-21680: (expasy) Beta-ketoacyl-[acyl-carrier-protein] synthase II [2.3.1.179],20.4822,19.2594,178.411,193.665,23.7119,0
RXN-21681: (expasy) 3-oxoacyl-[acyl-carrier-protein] reductase [1.1.1.100],41.17,89.0478,271.288,437.468,418.142,0
RXN-21682: (expasy) 3-hydroxyacyl-[acyl-carrier-protein] dehydratase [4.2.1.59],21.9011,16.2606,157.525,207.314,190.138,0
RXN-21683: (expasy) Enoyl-[acyl-carrier-protein] reductase (NADH) [1.3.1.9],20.7361,15.8357,167.759,247.519,33.7234,0
"RXN-21684: (expasy) Enoyl-[acyl-carrier-protein] reductase (NADPH, Si-specific) [1.3.1.10]",0,0,0,19.9332,0,0
RXN-21685: (expasy) Beta-ketoacyl-[acyl-carrier-protein] synthase II [2.3.1.179],20.4822,19.2594,178.411,193.665,23.7119,0
RXN-21686: (expasy) 3-oxoacyl-[acyl-carrier-protein] reductase [1.1.1.100],41.17,89.0478,271.288,437.468,418.142,0
RXN-21687: (expasy) 3-hydroxyacyl-[acyl-carrier-protein] dehydratase [4.2.1.59],21.9011,16.2606,157.525,207.314,190.138,0
RXN-21688: (expasy) Enoyl-[acyl-carrier-protein] reductase (NADH) [1.3.1.9],20.7361,15.8357,167.759,247.519,33.7234,0
"RXN-21689: (expasy) Enoyl-[acyl-carrier-protein] reductase (NADPH, Si-specific) [1.3.1.10]",0,0,0,19.9332,0,0
RXN-21690: (expasy) Beta-ketoacyl-[acyl-carrier-protein] synthase II [2.3.1.179],20.4822,19.2594,178.411,193.665,23.7119,0
RXN-21691: (expasy) 3-oxoacyl-[acyl-carrier-protein] reductase [1.1.1.100],41.17,89.0478,271.288,437.468,418.142,0
RXN-21692: (expasy) 3-hydroxyacyl-[acyl-carrier-protein] dehydratase [4.2.1.59],21.9011,16.2606,157.525,207.314,190.138,0
RXN-21693: (expasy) Enoyl-[acyl-carrier-protein] reductase (NADH) [1.3.1.9],20.7361,15.8357,167.759,247.519,33.7234,0
"RXN-21694: (expasy) Enoyl-[acyl-carrier-protein] reductase (NADPH, Si-specific) [1.3.1.10]",0,0,0,19.9332,0,0
RXN-21695: (expasy) Beta-ketoacyl-[acyl-carrier-protein] synthase II [2.3.1.179],20.4822,19.2594,178.411,193.665,23.7119,0
RXN-21696: (expasy) 3-oxoacyl-[acyl-carrier-protein] reductase [1.1.1.100],41.17,89.0478,271.288,437.468,418.142,0
RXN-21698: (expasy) 3-hydroxyacyl-[acyl-carrier-protein] dehydratase [4.2.1.59],21.9011,16.2606,157.525,207.314,190.138,0
RXN-21699: (expasy) Enoyl-[acyl-carrier-protein] reductase (NADH) [1.3.1.9],20.7361,15.8357,167.759,247.519,33.7234,0
"RXN-21700: (expasy) Enoyl-[acyl-carrier-protein] reductase (NADPH, Si-specific) [1.3.1.10]",0,0,0,19.9332,0,0
RXN-21701: (expasy) Beta-ketoacyl-[acyl-carrier-protein] synthase II [2.3.1.179],20.4822,19.2594,178.411,193.665,23.7119,0
RXN-21702: (expasy) 3-oxoacyl-[acyl-carrier-protein] reductase [1.1.1.100],41.17,89.0478,271.288,437.468,418.142,0
RXN-21703: (expasy) 3-hydroxyacyl-[acyl-carrier-protein] dehydratase [4.2.1.59],21.9011,16.2606,157.525,207.314,190.138,0
RXN-21704: (expasy) Enoyl-[acyl-carrier-protein] reductase (NADH) [1.3.1.9],20.7361,15.8357,167.759,247.519,33.7234,0
"RXN-21705: (expasy) Enoyl-[acyl-carrier-protein] reductase (NADPH, Si-specific) [1.3.1.10]",0,0,0,19.9332,0,0
RXN-21711: (expasy) Beta-aspartyl-peptidase [3.4.19.5],0,0,13.4042,14.0356,0,0
RXN-21719: (expasy) Fatty-acyl-CoA synthase system [2.3.1.86],0,0,0,25.7632,0,0
RXN-21720: (expasy) Fatty-acyl-CoA synthase system [2.3.1.86],0,0,0,25.7632,0,0
RXN-21721: (expasy) Fatty-acyl-CoA synthase system [2.3.1.86],0,0,0,25.7632,0,0
RXN-21722: (expasy) Fatty-acyl-CoA synthase system [2.3.1.86],0,0,0,25.7632,0,0
RXN-21723: (expasy) Fatty-acyl-CoA synthase system [2.3.1.86],0,0,0,25.7632,0,0
RXN-21724: (expasy) Fatty-acyl-CoA synthase system [2.3.1.86],0,0,0,25.7632,0,0
RXN-21725: (expasy) Fatty-acyl-CoA synthase system [2.3.1.86],0,0,0,25.7632,0,0
RXN-21726: (expasy) Fatty-acyl-CoA synthase system [2.3.1.86],0,0,0,25.7632,0,0
RXN-21730: (expasy) Diphosphate--fructose-6-phosphate 1-phosphotransferase [2.7.1.90],0,0,42.1457,75.9692,0,0
RXN-21753: (expasy) Propionate--CoA ligase [6.2.1.17],26.9792,32.4741,36.8666,82.1383,60.2078,0
RXN-21755: (expasy) Enoyl-CoA hydratase [4.2.1.17],59.7111,52.0658,250.029,774.346,784.801,0
RXN-21756: (expasy) 3-hydroxy-2-methylbutyryl-CoA dehydrogenase [1.1.1.178],0,0,0,5.36775,0,0
RXN-21757: (expasy) Acetyl-CoA C-acyltransferase [2.3.1.16],0,45.4843,4.29481,170.509,88.2205,0
RXN-21759: (expasy) Enoyl-CoA hydratase [4.2.1.17],59.7111,52.0658,250.029,774.346,784.801,0
RXN-21760: (expasy) 3-hydroxyacyl-CoA dehydrogenase [1.1.1.35],18.3815,0,23.8433,122.011,69.2234,0
RXN-21761: (expasy) Acetyl-CoA C-acyltransferase [2.3.1.16],0,45.4843,4.29481,170.509,88.2205,0
RXN-21766: (expasy) Enoyl-CoA hydratase [4.2.1.17],59.7111,52.0658,250.029,774.346,784.801,0
RXN-21767: (expasy) 3-hydroxyacyl-CoA dehydrogenase [1.1.1.35],18.3815,0,23.8433,122.011,69.2234,0
RXN-21768: (expasy) Acetyl-CoA C-acyltransferase [2.3.1.16],0,45.4843,4.29481,170.509,88.2205,0
RXN-21771: (expasy) 3-hydroxyacyl-CoA dehydrogenase [1.1.1.35],18.3815,0,23.8433,122.011,69.2234,0
RXN-21775: (expasy) Long-chain-acyl-CoA dehydrogenase [1.3.8.8],0,0,11.7358,13.8731,0,0
RXN-21776: (expasy) Long-chain-acyl-CoA dehydrogenase [1.3.8.8],0,0,11.7358,13.8731,0,0
RXN-21779: (expasy) Enoyl-CoA hydratase [4.2.1.17],59.7111,52.0658,250.029,774.346,784.801,0
RXN-21780: (expasy) Enoyl-CoA hydratase [4.2.1.17],59.7111,52.0658,250.029,774.346,784.801,0
RXN-21781: (expasy) Enoyl-CoA hydratase [4.2.1.17],59.7111,52.0658,250.029,774.346,784.801,0
RXN-21782: (expasy) 3-hydroxy-2-methylbutyryl-CoA dehydrogenase [1.1.1.178],0,0,0,5.36775,0,0
RXN-21783: (expasy) 3-hydroxyacyl-CoA dehydrogenase [1.1.1.35],18.3815,0,23.8433,122.011,69.2234,0
RXN-21784: (expasy) 3-hydroxyacyl-CoA dehydrogenase [1.1.1.35],18.3815,0,23.8433,122.011,69.2234,0
RXN-21785: (expasy) Acetyl-CoA C-acyltransferase [2.3.1.16],0,45.4843,4.29481,170.509,88.2205,0
RXN-21786: (expasy) Acetyl-CoA C-acyltransferase [2.3.1.16],0,45.4843,4.29481,170.509,88.2205,0
RXN-21787: (expasy) Acetyl-CoA C-acyltransferase [2.3.1.16],0,45.4843,4.29481,170.509,88.2205,0
RXN-21792: (expasy) AMBIGUOUS [2.7.2.14; 2.7.2.7],0,0,0,0,21.8171,0
RXN-21815: (expasy) Nitrate reductase (quinone) [1.7.5.1],0,0,0,8.06259,0,0
RXN-21816: (expasy) Alpha-L-fucosidase [3.2.1.51],0,0,9.46278,0,0,0
RXN-21817: (expasy) Ubiquinol oxidase (H(+)-transporting) [7.1.1.3],0,0,0,0,0,0
RXN-22: (expasy) Argininosuccinate lyase [4.3.2.1],49.6747,19.8945,310.264,233.47,184.09,0
RXN-2364: (expasy) Sulfoacetaldehyde acetyltransferase [2.3.3.15],0,23.2781,9.02221,40.7817,0,0
"RXN-2401: (expasy) Benzoyl-CoA 2,3-epoxidase [1.14.13.208]",0,0,6.19642,20.0029,0,0
RXN-2425: (expasy) Enoyl-CoA hydratase [4.2.1.17],59.7111,52.0658,250.029,774.346,784.801,0
"RXN-2462: (expasy) 2-pyrone-4,6-dicarboxylate lactonase [3.1.1.57]",12.9333,0,0,12.5996,0,0
RXN-2464: (expasy) 4-hydroxy-4-methyl-2-oxoglutarate aldolase [4.1.3.17],0,0,25.159,44.7891,0,3.09597
"RXN-2542: (expasy) 2-methyl-6-phytyl-1,4-hydroquinone methyltransferase [2.1.1.295]",0,0,33.4449,0,0,0
RXN-2562: (expasy) Tocopherol C-methyltransferase [2.1.1.95],0,0,20.1633,10.9217,0,0
"RXN-2762: (expasy) 2-methyl-6-phytyl-1,4-hydroquinone methyltransferase [2.1.1.295]",0,0,33.4449,0,0,0
RXN-2841: (expasy) Methylamine dehydrogenase (amicyanin) [1.4.9.1],0,0,0,4.73205,0,0
RXN-2861: (expasy) Methanol dehydrogenase (cytochrome c) [1.1.2.7],0,0,0,2.47414,58.4883,0
RXN-2902: (expasy) Malonate-semialdehyde dehydrogenase (acetylating) [1.2.1.18],0,0,25.9389,11.7882,0,0
RXN-2961: (expasy) S-(hydroxymethyl)glutathione synthase [4.4.1.22],0,0,7.22267,0,0,0
RXN-2962: (expasy) S-(hydroxymethyl)glutathione dehydrogenase [1.1.1.284],23.6822,39.3624,83.916,98.3945,82.1665,0
RXN-34: (expasy) Arginase [3.5.3.1],0,0,39.3009,14.5922,73.7077,0
RXN-3443: (expasy) Aldehyde dehydrogenase (NAD(+)) [1.2.1.3],0,0,122.834,117.885,67.8604,0
RXN-3641: (expasy) 3-oxoadipyl-CoA thiolase [2.3.1.174],0,0,59.4391,59.2485,79.2523,0
RXN-37: (expasy) Aldehyde dehydrogenase (NAD(+)) [1.2.1.3],0,0,122.834,117.885,67.8604,0
RXN-3945: (expasy) Benzoylformate decarboxylase [4.1.1.7],0,0,0,0,30.4104,0
RXN-3962: (expasy) 6-aminohexanoate-oligomer exohydrolase [3.5.1.46],0,0,0,20.5363,0,0
RXN-4142: (expasy) Aldehyde dehydrogenase (NAD(+)) [1.2.1.3],0,0,122.834,117.885,67.8604,0
RXN-4301: (expasy) Isoamylase [3.2.1.68],0,0,0,7.67988,0,0
RXN-4961: (expasy) Squalene--hopanol cyclase [4.2.1.129],0,0,0,0,23.1803,0
RXN-5285: (expasy) Protochlorophyllide reductase [1.3.1.33],0,0,79.1773,16.287,0,0
RXN-5341: (expasy) Beta-glucosidase [3.2.1.21],0,0,50.3091,32.5963,32.89,0
RXN-5424: (metacyc) indole-3-glycol dehydrogenase [1.1.1.1],27.476,13.2708,207.209,192.244,238.56,0
RXN-5472: (expasy) glucosyltransferase [2.4.1.256],0,0,0,0,0,7.90296
RXN-5581: (expasy) Aldehyde dehydrogenase (NAD(P)(+)) [1.2.1.5],0,0,2.96786,17.9335,0,0
RXN-5841: (expasy) 5'-nucleotidase [3.1.3.5],5.21118,11.8491,69.2796,139.63,92.8005,0
RXN-5901: (expasy) Acetoacetyl-CoA reductase [1.1.1.36],32.7958,0,10.0558,44.8924,35.5335,3.43424
RXN-600: (expasy) Dihydroflavanol 4-reductase [1.1.1.219],0,0,0,0,0,0
RXN-6002: (expasy) Aldehyde dehydrogenase (NADP(+)) [1.2.1.4],0,0,16.4114,9.41434,0,0
RXN-6261: (expasy) Adenosylcobinamide-phosphate synthase [6.3.1.10],0,0,0,0,0,0
RXN-6341: (expasy) Tetrahydrofolate synthase [6.3.2.17],0,0,0,22.2293,0,0
RXN-6382: (expasy) Betaine-aldehyde dehydrogenase [1.2.1.8],0,20.3222,15.5415,83.3932,87.799,0
RXN-6384: (expasy) 3-hydroxyisobutyryl-CoA hydrolase [3.1.2.4],0,0,17.8622,3.06346,0,0
RXN-6423: (expasy) Putrescine--2-oxoglutarate transaminase [2.6.1.82],0,0,0,4.54369,0,2.41668
RXN-646: (expasy) Maleamate amidohydrolase [3.5.1.107],0,0,0,14.024,0,0
RXN-6501: (expasy) D-inositol-3-phosphate glycosyltransferase [2.4.1.250],0,0,0,9.02295,0,0
RXN-6601: (expasy) Gamma-glutamyltransferase [2.3.2.2],0,0,119.936,154.846,89.5479,0
RXN-6622: (expasy) Cytosol nonspecific dipeptidase [3.4.13.18],0,0,0,0,0,0
RXN-6641: (expasy) Glutathione gamma-glutamate hydrolase [3.4.19.13],0,0,0,3.61915,0,0
RXN-6701: (expasy) Glutathione amide-dependent peroxidase [1.11.1.17],0,0,0,12.8957,0,0
RXN-6702: (expasy) Glutathione amide reductase [1.8.1.16],0,0,0,13.6038,0,0
RXN-6763: (expasy) Cysteine-S-conjugate beta-lyase [4.4.1.13],0,0,0,7.6419,0,0
RXN-7001: (expasy) Purine-nucleoside phosphorylase [2.4.2.1],0,25.0164,26.7189,86.916,59.633,0
RXN-7253: (expasy) Inositol-phosphate phosphatase [3.1.3.25],0,0,78.7667,90.2925,23.1633,0
RXN-7421: (expasy) Cyclopropane-fatty-acyl-phospholipid synthase [2.1.1.79],0,0,11.971,22.8481,0,0
RXN-7561: (metacyc) ornithine N-succinyltransferase [2.3.1.109],0,0,0,10.095,0,0
RXN-7563: (expasy) D-arginine dehydrogenase [1.4.99.6],0,0,0,7.54491,0,0
RXN-7565: (expasy) Guanidinobutyrase [3.5.3.7],0,46.6098,8.81378,57.7992,0,0
RXN-7566: (expasy) Glycine reductase [1.21.4.2],0,0,0,0,0,0
RXN-7567: (metacyc) indole-3-acetonitrile hydratase [4.2.1.84],0,0,0,68.2616,0,0
RXN-7569: (metacyc) demethylphylloquinol methyltransferase [2.1.1.329],0,0,20.644,3.88163,0,0
RXN-7572: (expasy) L-lactate dehydrogenase [1.1.1.27],0,0,33.932,8.23368,0,0
RXN-7573: (expasy) 6-hydroxynicotinate 3-monooxygenase [1.14.13.114],0,0,0,0,0,0
RXN-7607: (expasy) AMBIGUOUS [3.1.3.5; 3.1.3.99],5.21118,11.8491,69.2796,139.63,92.8005,0
RXN-7609: (expasy) 5'-nucleotidase [3.1.3.5],5.21118,11.8491,69.2796,139.63,92.8005,0
RXN-7637: (expasy) Nicotinate dehydrogenase [1.17.1.5],0,0,7.67861,16.0143,0,0
