,Gene_Family,072023_Carolina_2023_Baya_052_DCYL_S9,072023_Carolina_2023_Baya_053_MCAV_S3,072023_Carolina_2023_Baya_055_MCAV_S4,072023_Carolina_2023_Baya_057_SSID_S7,072023_Carolina_2023_Baya_059_SSID_S8,072023_Carolina_2023_Baya_061_SSID_S5,072023_Carolina_2023_Baya_063_SSID_S6,072023_Carolina_2023_Baya_065_DCYL_S1,072023_Carolina_2023_Baya_066_DCYL_S2,122021_Coralina_2021_Baya_001_DCYL_S24,122021_Coralina_2021_Baya_003_MCAV_S27,122021_Coralina_2021_Baya_005_MCAV_S28,122021_Coralina_2021_Baya_007_MCAV_S29,122021_Coralina_2021_Baya_009_DCYL_S25,122021_Coralina_2021_Baya_010_DCYL_S26,122021_Coralina_2021_Baya_017_MCAV_S30,122021_Coralina_2021_Baya_019_SSID1_S46,122021_Coralina_2021_Baya_021_SSID2_S36,122021_Coralina_2021_Baya_023_MCAV_S31
176,1.8.98.1-RXN: (expasy) Dihydromethanophenazine:CoB--CoM heterodisulfide reductase [1.8.98.1],0,0,0,0,0,0,0,0,0,0,0,0,0,27.7938,0,0,0,0,0
178,"13-PROPANEDIOL-DEHYDROGENASE-RXN: (expasy) 1,3-propanediol dehydrogenase [1.1.1.202]",0,0,24.5897,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
180,1PFRUCTPHOSN-RXN: (expasy) 1-phosphofructokinase [2.7.1.56],0,0,0,0,0,7.87918,0,0,0,0,0,0,0,0,0,0,0,0,0
182,1TRANSKETO-RXN: (expasy) Transketolase [2.2.1.1],1.06265,0,249.795,49.4653,0,79.4018,275.415,0,73.8613,330.615,0,61.2607,0,0,0,65.076,169.875,0,0
185,"2-CHLOROBENZOATE-12-DIOXYGENASE-RXN: (expasy) 2-halobenzoate 1,2-dioxygenase [1.14.12.13]",0,0,8.92609,0,0,0,0,0,0,0,0,0,0,0,0,0,10.6868,0,0
187,2-DEHYDROPANTOATE-REDUCT-RXN: (expasy) 2-dehydropantoate 2-reductase [1.1.1.169],0,0,23.2982,0,0,25.0804,47.2733,0,0,0,0,40.2709,0,0,39.4234,0,160.128,0,0
189,2-HALOACID-DEHALOGENASE-RXN: (expasy) AMBIGUOUS [3.8.1.10; 3.8.1.2],0,0,0,0,0,0,8.31008,0,0,0,0,0,0,0,0,0,0,0,0
191,2-HYDROXY-3-OXOADIPATE-SYNTHASE-RXN: (expasy) 2-hydroxy-3-oxoadipate synthase [2.2.1.5],0,0,0,0,0,0,5.27817,0,0,0,0,0,0,0,0,0,0,0,0
193,2-HYDROXYGLUTARATE-DEHYDROGENASE-RXN: (expasy) L-2-hydroxyglutarate dehydrogenase [1.1.99.2],0,0,0,0,0,0,3.58633,0,0,0,0,0,0,0,0,0,0,0,0
195,2-ISOPROPYLMALATESYN-RXN: (expasy) 2-isopropylmalate synthase [2.3.3.13],1.87165,22.3227,166.042,78.8937,33.3534,102.325,236.47,0,82.9348,246.818,0,51.6781,50.8801,0,0,103.579,214.046,0,0
198,2-METHYLCITRATE-DEHYDRATASE-RXN: (expasy) 2-methylcitrate dehydratase [4.2.1.79],0,0,45.9729,0,79.3681,0,17.0495,0,0,0,0,0,0,0,0,0,0,0,0
200,2-METHYLCITRATE-SYNTHASE-RXN: (expasy) 2-methylcitrate synthase [2.3.3.5],0,0,64.8329,0,31.2586,0,50.3476,0,17.0039,53.6865,0,0,0,0,0,0,22.5081,0,0
202,2-NITROPROPANE-DIOXYGENASE-RXN: (expasy) Nitronate monooxygenase [1.13.12.16],0,0,0,0,0,0,15.7449,0,0,0,0,0,0,0,0,0,0,0,0
204,2-OCTAPRENYL-6-OHPHENOL-METHY-RXN: (metacyc) 2-octaprenyl-6-hydroxyphenyl methylase [2.1.1.222],0,0,8.19038,0,0,10.4076,50.8104,0,14.0453,0,0,23.3158,0,0,0,0,0,0,0
206,"2-OCTAPRENYL-METHOXY-BENZOQ-METH-RXN: (expasy) 2-methoxy-6-polyprenyl-1,4-benzoquinol methylase [2.1.1.201]",2.05325,0,61.7257,0,0,37.8097,101.329,0,26.4857,50.9682,0,0,0,0,0,55.9022,48.9885,0,0
208,2-OXOGLUTARATE-SYNTHASE-RXN: (expasy) 2-oxoglutarate synthase [1.2.7.3],0,0,137.477,0,0,5.30912,36.113,0,0,0,0,0,0,0,0,152.459,24.5039,0,0
211,2-OXOPENT-4-ENOATE-HYDRATASE-RXN: (expasy) 2-oxopent-4-enoate hydratase [4.2.1.80],0,0,17.1848,12.0628,18.7398,10.8211,28.4324,0,0,0,0,0,0,0,0,0,41.7627,0,0
213,2.1.1.113-RXN: (expasy) Site-specific DNA-methyltransferase (cytosine-N(4)-specific) [2.1.1.113],0,0,0,53.1015,47.8017,0,0,0,0,0,0,0,0,0,0,0,0,0,0
215,2.1.1.130-RXN: (expasy) Precorrin-2 C(20)-methyltransferase [2.1.1.130],0,0,8.74959,0,0,35.9436,38.6594,0,83.1414,0,0,0,0,0,0,0,0,0,0
217,2.1.1.131-RXN: (expasy) Precorrin-3B C(17)-methyltransferase [2.1.1.131],0,0,0,0,0,7.89159,10.3442,0,0,0,0,0,0,0,0,0,0,0,0
