,Gene_Family,072023_Carolina_2023_Baya_052_DCYL_S9,072023_Carolina_2023_Baya_053_MCAV_S3,072023_Carolina_2023_Baya_055_MCAV_S4,072023_Carolina_2023_Baya_057_SSID_S7,072023_Carolina_2023_Baya_059_SSID_S8,072023_Carolina_2023_Baya_061_SSID_S5,072023_Carolina_2023_Baya_063_SSID_S6,072023_Carolina_2023_Baya_065_DCYL_S1,072023_Carolina_2023_Baya_066_DCYL_S2,122021_Coralina_2021_Baya_001_DCYL_S24,122021_Coralina_2021_Baya_003_MCAV_S27,122021_Coralina_2021_Baya_005_MCAV_S28,122021_Coralina_2021_Baya_007_MCAV_S29,122021_Coralina_2021_Baya_009_DCYL_S25,122021_Coralina_2021_Baya_010_DCYL_S26,122021_Coralina_2021_Baya_017_MCAV_S30,122021_Coralina_2021_Baya_019_SSID1_S46,122021_Coralina_2021_Baya_021_SSID2_S36,122021_Coralina_2021_Baya_023_MCAV_S31
6073,RXN-9362: (expasy) Demethylmenaquinone methyltransferase [2.1.1.163],1.21652,22.5721,164.414,0,20.0839,115.518,202.992,42.5719,32.6205,0,0,50.4024,0,0,0,55.9022,125.827,2.228,0
6076,RXN-9363: (expasy) Demethylmenaquinone methyltransferase [2.1.1.163],1.21652,22.5721,164.414,0,20.0839,115.518,202.992,42.5719,32.6205,0,0,50.4024,0,0,0,55.9022,125.827,2.228,0
6079,"RXN-9365: (expasy) 1,4-dihydroxy-2-naphthoate polyprenyltransferase [2.5.1.74]",0,0,0,0,0,4.38381,46.5986,0,54.4093,0,0,0,0,0,0,0,26.7168,0,0
6082,RXN-9366: (expasy) Demethylmenaquinone methyltransferase [2.1.1.163],1.21652,22.5721,164.414,0,20.0839,115.518,202.992,42.5719,32.6205,0,0,50.4024,0,0,0,55.9022,125.827,2.228,0
6085,RXN-9380: (expasy) Carboxynorspermidine decarboxylase [4.1.1.96],0,0,0,0,0,0,5.11433,0,0,0,0,0,0,0,0,0,0,0,0
6087,RXN-9382: (expasy) Phosphinothricin acetyltransferase [2.3.1.183],0,0,0,0,0,0,13.3494,0,23.6413,0,0,0,0,0,0,0,0,0,0
6089,RXN-9384: (expasy) Cystathionine gamma-synthase [2.5.1.48],0,28.795,108.424,11.9622,29.8377,6.99881,102.548,0,0,0,0,0,98.2061,0,0,0,30.4264,0,0
6091,RXN-9386: (expasy) Glutamate--tRNA(Gln) ligase [6.1.1.24],0,0,0,0,0,0,6.56297,0,0,0,0,0,0,0,0,0,0,0,0
6093,"RXN-9407: (expasy) Limonene 1,2-monooxygenase [1.14.13.107]",0,0,0,0,0,0,6.40431,0,0,0,0,0,0,0,0,0,0,0,0
6095,"RXN-9408: (expasy) Limonene 1,2-monooxygenase [1.14.13.107]",0,0,0,0,0,0,6.40431,0,0,0,0,0,0,0,0,0,0,0,0
6097,"RXN-9409: (expasy) Limonene 1,2-monooxygenase [1.14.13.107]",0,0,0,0,0,0,6.40431,0,0,0,0,0,0,0,0,0,0,0,0
6099,RXN-9510: (expasy) FMN reductase (NADH) [1.5.1.42],0,0,22.0825,0,0,0,7.24297,0,0,0,0,0,0,0,0,0,0,0,0
6101,RXN-9514: (metacyc) acetoacetyl-[acyl-carrier protein] reductase [1.1.1.100],0,25.7479,345.047,41.17,89.0478,271.288,437.468,0,156.494,211.33,0,33.4392,0,0,0,0,418.142,0,46.2651
6104,RXN-9515: (metacyc) crotonyl-[acyl-carrier protein] reductase (NADP) [1.3.1.10; 1.3.1.39],0,0,21.4295,0,0,0,19.9332,0,0,59.2131,0,0,0,0,0,0,0,0,0
6106,RXN-9516: (metacyc) 3-oxo-hexanoyl-[acyl-carrier protein] synthase [2.3.1.179; 2.3.1.41],0,0,293.217,37.0329,47.8823,210.764,239.576,0,260.892,98.2838,0,0,109.576,0,0,57.544,240.701,0,0
6108,RXN-9518: (metacyc) 3-hydroxyhexanoyl-[acyl-carrier protein] reductase [1.1.1.100],0,25.7479,345.047,41.17,89.0478,271.288,437.468,0,156.494,211.33,0,33.4392,0,0,0,0,418.142,0,46.2651
6111,RXN-9520: (expasy) 3-hydroxyacyl-[acyl-carrier-protein] dehydratase [4.2.1.59],1.17154,0,200.212,21.9011,16.2606,157.525,207.314,16.866,178.443,66.008,0,0,0,0,0,0,190.138,0,0
6113,RXN-9521: (metacyc) trans hex-2-enoyl-[acp] reductase [1.3.1.10; 1.3.1.39],0,0,21.4295,0,0,0,19.9332,0,0,59.2131,0,0,0,0,0,0,0,0,0
6115,RXN-9523: (metacyc) 3-oxo-octanoyl-[acyl-carrier protein] synthase [2.3.1.179; 2.3.1.41],0,0,293.217,37.0329,47.8823,210.764,239.576,0,260.892,98.2838,0,0,109.576,0,0,57.544,240.701,0,0
6117,RXN-9524: (metacyc) 3-oxo-octanoyl-[acyl-carrier protein] reductase [1.1.1.100],0,25.7479,345.047,41.17,89.0478,271.288,437.468,0,156.494,211.33,0,33.4392,0,0,0,0,418.142,0,46.2651
6120,RXN-9526: (metacyc) trans oct-2-enoyl-[acyl-carrier protein] reductase [1.3.1.10; 1.3.1.39],0,0,21.4295,0,0,0,19.9332,0,0,59.2131,0,0,0,0,0,0,0,0,0
6122,RXN-9527: (metacyc) 3-oxo-decanoyl-[acyl-carrier protein] synthase [2.3.1.179; 2.3.1.41],0,0,293.217,37.0329,47.8823,210.764,239.576,0,260.892,98.2838,0,0,109.576,0,0,57.544,240.701,0,0
6124,RXN-9528: (metacyc) 3-oxo-decanoyl-[acyl-carrier protein] reductase [1.1.1.100],0,25.7479,345.047,41.17,89.0478,271.288,437.468,0,156.494,211.33,0,33.4392,0,0,0,0,418.142,0,46.2651
6127,RXN-9530: (metacyc) trans-&Delta;2-decenoyl-[acp]reductase [1.3.1.10; 1.3.1.39],0,0,21.4295,0,0,0,19.9332,0,0,59.2131,0,0,0,0,0,0,0,0,0
6129,RXN-9531: (metacyc) 3-oxo-dodecanoyl-[acyl-carrier protein] synthase [2.3.1.179; 2.3.1.41],0,0,293.217,37.0329,47.8823,210.764,239.576,0,260.892,98.2838,0,0,109.576,0,0,57.544,240.701,0,0
6131,RXN-9532: (metacyc) 3-oxo-dodecanoyl-[acyl-carrier protein] reductase [1.1.1.100],0,25.7479,345.047,41.17,89.0478,271.288,437.468,0,156.494,211.33,0,33.4392,0,0,0,0,418.142,0,46.2651
6134,RXN-9533: (expasy) 3-hydroxyacyl-[acyl-carrier-protein] dehydratase [4.2.1.59],1.17154,0,200.212,21.9011,16.2606,157.525,207.314,16.866,178.443,66.008,0,0,0,0,0,0,190.138,0,0
6136,RXN-9534: (metacyc) trans dodec-2-enoyl-[acyl-carrier protein] reductase [1.3.1.10; 1.3.1.39],0,0,21.4295,0,0,0,19.9332,0,0,59.2131,0,0,0,0,0,0,0,0,0
6138,RXN-9535: (expasy) AMBIGUOUS [2.3.1.179; 2.3.1.41],1.52648,14.1054,155.758,20.4822,19.2594,178.411,193.665,0,142.827,157.214,0,0,0,0,0,72.1716,23.7119,0,0
6140,RXN-9536: (metacyc) 3-oxo-meristoyl-[acyl-carrier protein] reductase [1.1.1.100],0,25.7479,345.047,41.17,89.0478,271.288,437.468,0,156.494,211.33,0,33.4392,0,0,0,0,418.142,0,46.2651
6143,RXN-9537: (expasy) 3-hydroxyacyl-[acyl-carrier-protein] dehydratase [4.2.1.59],1.17154,0,200.212,21.9011,16.2606,157.525,207.314,16.866,178.443,66.008,0,0,0,0,0,0,190.138,0,0
6145,RXN-9538: (metacyc) trans tetradec-2-enoyl-[acyl-carrier-protein] reductase [1.3.1.10; 1.3.1.39],0,0,21.4295,0,0,0,19.9332,0,0,59.2131,0,0,0,0,0,0,0,0,0
6147,RXN-9539: (metacyc) 3-oxo-palmitoyl-[acyl-carrier protein] synthase [2.3.1.179; 2.3.1.41],0,0,293.217,37.0329,47.8823,210.764,239.576,0,260.892,98.2838,0,0,109.576,0,0,57.544,240.701,0,0
6149,RXN-9540: (metacyc) 3-oxo-palmitoyl-[acyl-carrier protein] reductase [1.1.1.100],0,25.7479,345.047,41.17,89.0478,271.288,437.468,0,156.494,211.33,0,33.4392,0,0,0,0,418.142,0,46.2651
6152,"RXN-9542: (metacyc) trans hexadecenoyl-[acp] reductase (NADPH, B-specific) [1.3.1.10; 1.3.1.39]",0,0,21.4295,0,0,0,19.9332,0,0,59.2131,0,0,0,0,0,0,0,0,0
6154,RXN-9543: (expasy) Very-long-chain 3-oxoacyl-CoA synthase [2.3.1.199],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6156,RXN-9545: (metacyc) 3-hydroxystearoyl-dehydratase [4.2.1.119],0,0,0,0,0,18.1199,0,0,23.4359,0,0,0,0,0,0,0,0,0,0
6158,RXN-9552: (metacyc) 3-oxo-petroslinoyl-[acyl-carrier protein] reductase [1.1.1.100],0,25.7479,345.047,41.17,89.0478,271.288,437.468,0,156.494,211.33,0,33.4392,0,0,0,0,418.142,0,46.2651
6161,RXN-9556: (metacyc) 3-oxo-cis-vaccenoyl-[acyl-carrier protein] reductase [1.1.1.100],0,25.7479,345.047,41.17,89.0478,271.288,437.468,0,156.494,211.33,0,33.4392,0,0,0,0,418.142,0,46.2651
6164,RXN-9557: (metacyc) 3-hydroxy-cis-vaccenoyl-[acyl-carrier protein] dehydratase [4.2.1.59],1.17154,0,200.212,21.9011,16.2606,157.525,207.314,16.866,178.443,66.008,0,0,0,0,0,0,190.138,0,0
6166,RXN-9558: (expasy) Enoyl-[acyl-carrier-protein] reductase (NADH) [1.3.1.9],0,0,155.904,20.7361,15.8357,167.759,247.519,0,83.2364,0,0,0,0,0,0,0,33.7234,0,0
6169,RXN-9590: (expasy) Phosphate acyltransferase [2.3.1.274],0,0,16.1677,0,10.5533,25.4633,21.4361,0,0,0,0,0,0,0,0,0,0,0,0
6171,RXN-9591: (expasy) Acyl phosphate:glycerol-3-phosphate acyltransferase [2.3.1.275],0,0,0,0,0,23.9705,0,0,22.7644,0,0,0,0,0,0,0,9.59345,0,0
6173,RXN-9592: (expasy) Sulfoacetaldehyde dehydrogenase [1.2.1.73],0,0,0,0,0,0,17.6626,0,10.0558,0,0,0,0,0,0,0,0,0,0
6175,RXN-9601: (expasy) Acyl-CoA (9+3)-desaturase [1.14.19.6],0,0,0,0,0,31.7566,0,0,0,0,0,0,0,0,0,0,0,0,0
6177,RXN-9616: (expasy) Acyl-CoA (9+3)-desaturase [1.14.19.6],0,0,0,0,0,31.7566,0,0,0,0,0,0,0,0,0,0,0,0,0
6179,RXN-9623: (expasy) Long-chain-fatty-acid--CoA ligase [6.2.1.3],0,0,184.417,85.324,31.3323,0,211.391,0,39.8363,108.703,32.5285,44.5393,0,0,0,0,139.606,0,0
6181,RXN-9632: (metacyc) 3-oxo-stearoyl-[acyl-carrier protein] synthase [2.3.1.41],0,0,293.217,37.0329,47.8823,210.764,239.576,0,260.892,98.2838,0,0,109.576,0,0,57.544,240.701,0,0
6183,RXN-9633: (metacyc) 3-oxo-stearoyl-[acyl-carrier protein] reductase [1.1.1.100],0,25.7479,345.047,41.17,89.0478,271.288,437.468,0,156.494,211.33,0,33.4392,0,0,0,0,418.142,0,46.2651
6186,RXN-9634: (expasy) 3-hydroxyacyl-[acyl-carrier-protein] dehydratase [4.2.1.59],1.17154,0,200.212,21.9011,16.2606,157.525,207.314,16.866,178.443,66.008,0,0,0,0,0,0,190.138,0,0
6188,RXN-9635: (metacyc) trans-octadec-2-enoyl-[acyl-carrier-protein] reductase [1.3.1.9],0,0,155.904,20.7361,15.8357,167.759,247.519,0,83.2364,0,0,0,0,0,0,0,33.7234,0,0
6191,RXN-9644: (expasy) Long-chain-fatty-acid--CoA ligase [6.2.1.3],0,0,184.417,85.324,31.3323,0,211.391,0,39.8363,108.703,32.5285,44.5393,0,0,0,0,139.606,0,0
6193,RXN-9648: (expasy) Beta-ketoacyl-[acyl-carrier-protein] synthase I [2.3.1.41],0,0,293.217,37.0329,47.8823,210.764,239.576,0,260.892,98.2838,0,0,109.576,0,0,57.544,240.701,0,0
6195,RXN-9650: (expasy) Beta-ketoacyl-[acyl-carrier-protein] synthase I [2.3.1.41],0,0,293.217,37.0329,47.8823,210.764,239.576,0,260.892,98.2838,0,0,109.576,0,0,57.544,240.701,0,0
6197,RXN-9651: (expasy) Beta-ketoacyl-[acyl-carrier-protein] synthase I [2.3.1.41],0,0,293.217,37.0329,47.8823,210.764,239.576,0,260.892,98.2838,0,0,109.576,0,0,57.544,240.701,0,0
6199,RXN-9652: (expasy) Beta-ketoacyl-[acyl-carrier-protein] synthase I [2.3.1.41],0,0,293.217,37.0329,47.8823,210.764,239.576,0,260.892,98.2838,0,0,109.576,0,0,57.544,240.701,0,0
6201,RXN-9653: (expasy) Beta-ketoacyl-[acyl-carrier-protein] synthase I [2.3.1.41],0,0,293.217,37.0329,47.8823,210.764,239.576,0,260.892,98.2838,0,0,109.576,0,0,57.544,240.701,0,0
6203,RXN-9654: (expasy) Beta-ketoacyl-[acyl-carrier-protein] synthase I [2.3.1.41],0,0,293.217,37.0329,47.8823,210.764,239.576,0,260.892,98.2838,0,0,109.576,0,0,57.544,240.701,0,0
6205,RXN-9655: (expasy) 3-hydroxyacyl-[acyl-carrier-protein] dehydratase [4.2.1.59],1.17154,0,200.212,21.9011,16.2606,157.525,207.314,16.866,178.443,66.008,0,0,0,0,0,0,190.138,0,0
6207,RXN-9657: (metacyc) crotonyl-[acp] reductase [1.3.1.9],0,0,155.904,20.7361,15.8357,167.759,247.519,0,83.2364,0,0,0,0,0,0,0,33.7234,0,0
6210,RXN-9658: (metacyc) trans hex-2-enoyl-[acp]-reductase [1.3.1.9],0,0,155.904,20.7361,15.8357,167.759,247.519,0,83.2364,0,0,0,0,0,0,0,33.7234,0,0
6213,RXN-9659: (metacyc) trans oct-2-enoyl-[acp] reductase [1.3.1.9],0,0,155.904,20.7361,15.8357,167.759,247.519,0,83.2364,0,0,0,0,0,0,0,33.7234,0,0
6216,RXN-9660: (metacyc) trans-&Delta;2-decenoyl-[acp]-reductase [1.3.1.9],0,0,155.904,20.7361,15.8357,167.759,247.519,0,83.2364,0,0,0,0,0,0,0,33.7234,0,0
6219,RXN-9661: (metacyc) trans dodec-2-enoyl-[acp] reductase [1.3.1.9],0,0,155.904,20.7361,15.8357,167.759,247.519,0,83.2364,0,0,0,0,0,0,0,33.7234,0,0
6222,RXN-9662: (metacyc) trans tetradec-2-enoyl-[acp] reductase [1.3.1.9],0,0,155.904,20.7361,15.8357,167.759,247.519,0,83.2364,0,0,0,0,0,0,0,33.7234,0,0
6225,RXN-9663: (metacyc) trans hexadecenoyl-[acp] reductase [1.3.1.9],0,0,155.904,20.7361,15.8357,167.759,247.519,0,83.2364,0,0,0,0,0,0,0,33.7234,0,0
6228,RXN-9673: (expasy) Long-chain-fatty-acid--CoA ligase [6.2.1.3],0,0,184.417,85.324,31.3323,0,211.391,0,39.8363,108.703,32.5285,44.5393,0,0,0,0,139.606,0,0
6230,RXN-9674: (expasy) Beta-glucosidase [3.2.1.21],0,0,0,0,0,50.3091,32.5963,0,17.8841,0,0,0,0,0,0,0,32.89,0,0
6232,RXN-969: (expasy) (S)-2-hydroxy-acid oxidase [1.1.3.15],0,0,33.9112,0,0,7.03872,9.02445,0,0,0,0,0,0,0,0,0,37.6702,0,0
6234,"RXN-9731: (expasy) Protocatechuate 3,4-dioxygenase [1.13.11.3]",0,0,8.31466,0,12.8008,16.6945,33.9141,0,0,0,0,0,0,0,0,0,0,0,0
6236,RXN-9736: (expasy) Dimethylsulfoniopropionate demethylase [2.1.1.269],0,0,11.3293,0,0,0,5.30132,0,0,0,0,0,0,0,0,0,0,0,0
6238,RXN-9758: (expasy) Betaine-aldehyde dehydrogenase [1.2.1.8],0,0,27.5623,0,20.3222,15.5415,83.3932,0,11.3274,0,0,0,0,0,100.776,0,87.799,0,0
6240,RXN-9763: (expasy) Dimethyl sulfide:cytochrome c2 reductase [1.8.2.4],0,0,0,0,0,0,6.02397,0,0,0,0,0,0,0,0,0,0,0,0
6242,RXN-9787: (metacyc) cysteine:[ThiI sulfur-carrier protein]-L-cysteine sulfurtransferase desulfurase [2.8.1.7],1.31319,0,165.383,43.4607,0,294.379,253.927,0,229.388,0,0,0,0,0,0,101.881,72.107,0,0
6245,RXN-9789: (expasy) Sulfur carrier protein ThiS adenylyltransferase [2.7.7.73],0,0,0,0,0,4.79091,0,0,0,0,0,0,39.4118,0,0,0,0,0,0
6247,RXN-9797: (expasy) Alpha-methylacyl-CoA racemase [5.1.99.4],0,0,0,0,0,0,3.32897,0,0,0,0,0,0,0,0,0,0,0,0
6249,RXN-982: (expasy) Arsenate reductase (glutathione/glutaredoxin) [1.20.4.1],1.54567,0,52.5629,24.5987,0,34.7144,46.5393,0,88.3884,0,0,0,0,0,0,0,143.514,0,0
6251,RXN-9845: (expasy) Alpha-methylacyl-CoA racemase [5.1.99.4],0,0,0,0,0,0,3.32897,0,0,0,0,0,0,0,0,0,0,0,0
6253,RXN-9850: (expasy) Propanoyl-CoA C-acyltransferase [2.3.1.176],0,0,0,0,0,0,4.98639,0,0,0,0,0,0,0,0,0,0,0,0
6255,RXN-9857: (expasy) Carboxymethylenebutenolidase [3.1.1.45],0.78854,0,27.3426,14.25,0,6.84849,21.2069,0,0,0,0,53.9433,161.883,0,0,0,22.4067,0,119.596
6257,"RXN-9866: (expasy) 2,4-dichlorophenol 6-monooxygenase [1.14.13.20]",0,0,0,0,0,0,6.2699,0,0,0,0,0,0,0,0,0,0,0,0
6259,RXN-9868: (expasy) Carboxymethylenebutenolidase [3.1.1.45],0.78854,0,27.3426,14.25,0,6.84849,21.2069,0,0,0,0,53.9433,161.883,0,0,0,22.4067,0,119.596
6261,RXN-9885: (expasy) Maleylacetate reductase [1.3.1.32],0,0,0,0,0,0,23.7589,0,0,0,0,0,0,0,0,0,0,0,0
6263,RXN-9887: (expasy) Carboxymethylenebutenolidase [3.1.1.45],0.78854,0,27.3426,14.25,0,6.84849,21.2069,0,0,0,0,53.9433,161.883,0,0,0,22.4067,0,119.596
6265,RXN-9890: (expasy) Carboxymethylenebutenolidase [3.1.1.45],0.78854,0,27.3426,14.25,0,6.84849,21.2069,0,0,0,0,53.9433,161.883,0,0,0,22.4067,0,119.596
6267,RXN-9891: (expasy) Maleylacetate reductase [1.3.1.32],0,0,0,0,0,0,23.7589,0,0,0,0,0,0,0,0,0,0,0,0
6269,RXN-9909: (expasy) Aryl-alcohol dehydrogenase [1.1.1.90],0,0,0,0,0,0,5.77985,0,0,0,0,0,0,0,0,0,31.4351,0,0
6271,RXN-9912: (metacyc) 4-chlorosalicylate monooxygenase [1.14.13.1],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.8914,0,0
6273,RXN-9914: (metacyc) 5-chlorosalicylate 1-monooxygenase [1.14.13.1],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.8914,0,0
6275,RXN-9929: (expasy) Dihydroorotate oxidase (fumarate) [1.3.98.1],0,0,19.5082,0,0,8.02834,18.1278,0,0,0,0,0,0,0,0,0,24.0304,0,0
6278,RXN-9944: (expasy) Ferredoxin:thioredoxin reductase [1.8.7.2],0,0,0,0,0,61.6486,7.43528,0,74.6507,0,0,0,0,0,892.226,0,0,0,0
6280,"RXN-9952: (expasy) Phosphogluconate dehydrogenase (NADP(+)-dependent, decarboxylating) [1.1.1.44]",0,28.6256,115.196,63.4682,16.5338,46.5001,99.8056,0,51.155,0,0,0,194.631,0,0,0,76.3985,0,87.055
6283,RXN-9958: (expasy) Malonate-semialdehyde dehydrogenase (acetylating) [1.2.1.18],0,0,0,0,0,25.9389,11.7882,0,0,0,0,0,0,0,0,0,0,0,0
6285,RXN-9969: (expasy) diphosphate specific) [2.5.1.87],0,0,0,0,0,0,4.3731,0,0,0,0,0,0,0,0,0,0,0,0
6287,RXN-9983: (expasy) 4-oxalomesaconate tautomerase [5.3.2.8],0,0,0,0,0,0,6.59979,35.4417,0,0,0,0,0,0,0,0,0,0,0
6289,RXN-9985: (expasy) Beta-fructofuranosidase [3.2.1.26],0,0,0,0,0,19.4998,6.81367,0,0,0,0,0,0,0,0,0,16.1829,0,0
6291,RXN-9988: (expasy) N-acylneuraminate-9-phosphate synthase [2.5.1.57],0,0,0,0,0,0,3.54324,0,0,0,0,0,0,0,0,0,0,0,0
6293,RXN-9990: (expasy) N-acylneuraminate cytidylyltransferase [2.7.7.43],0,0,0,0,0,0,4.59011,0,31.2389,0,0,0,0,0,0,0,16.1833,0,0
6295,"RXN-9998: (expasy) UDP-N-acetylglucosamine 4,6-dehydratase (inverting) [4.2.1.115]",0,0,17.1295,0,0,17.5837,0,0,0,0,0,0,0,0,0,0,0,0,0
6297,RXN-MG-PROTOPORPHYRIN-METHYLESTER-SYN: (expasy) Magnesium protoporphyrin IX methyltransferase [2.1.1.11],0,0,7.82329,0,0,33.573,10.9545,0,58.0882,0,0,0,0,0,0,0,0,0,0
6299,RXN0-1132: (expasy) Dihydrolipoyl dehydrogenase [1.8.1.4],0.882637,40.1161,344.385,33.4002,136.478,239.051,525.932,32.4084,194.186,343.273,0,142.246,113.634,232.774,0,176.897,127.542,0,211.885
6302,RXN0-1133: (expasy) Dihydrolipoyllysine-residue acetyltransferase [2.3.1.12],2.29969,33.9324,90.7508,0,0,0,57.3965,0,0,0,0,0,94.6087,0,0,28.9216,52.5662,0,0
6304,RXN0-1134: (expasy) Pyruvate dehydrogenase (acetyl-transferring) [1.2.4.1],0.598232,0,227.741,93.1394,28.3865,137.609,312.078,0,68.7937,0,0,0,0,0,1381.13,0,121.138,0,0
6307,RXN0-1147: (expasy) Dihydrolipoyllysine-residue succinyltransferase [2.3.1.61],0.583583,0,53.2889,24.1044,30.5033,33.9239,97.3588,0,0,0,0,0,0,0,0,0,29.7076,0,0
6310,RXN0-1241: (expasy) Ribosomal protein L3 N(5)-glutamine methyltransferase [2.1.1.298],0,0,0,0,0,0,1.96393,0,0,0,0,0,0,0,0,0,54.7218,0,0
6312,RXN0-1321: (expasy) tRNA-guanosine(34) preQ(1) transglycosylase [2.4.2.29],2.25589,35.5213,284.889,133.147,32.449,170.509,272.229,0,186.404,370.083,0,46.691,144.964,0,158.493,0,53.8492,0,0
6314,RXN0-1342: (expasy) S-adenosylmethionine:tRNA ribosyltransferase-isomerase [2.4.99.17],1.17511,0,133.097,127.178,96.9316,42.6178,188.578,0,122.265,81.0703,0,52.3149,0,0,0,0,0,0,0
6316,RXN0-1382: (expasy) Formyl-CoA transferase [2.8.3.16],0.78409,0,34.1386,0,40.6516,42.7387,105.298,0,27.027,0,0,0,103.773,0,0,0,165.664,0,70.0585
6318,"RXN0-1401: (expasy) Ribose 1,5-bisphosphate phosphokinase [2.7.4.23]",0,0,0,0,0,0,12.5458,0,19.0642,0,0,0,0,0,0,0,23.9062,0,0
6320,RXN0-1441: (expasy) AMBIGUOUS [3.6.1.13; 3.6.1.53],0,0,23.8099,30.7427,0,66.0756,65.1551,0,77.7729,0,0,0,0,0,0,90.7263,46.6755,0,0
6322,RXN0-1461: (expasy) Coproporphyrinogen oxidase [1.3.3.3],0,0,31.6595,84.4677,38.5239,500.237,191.675,37.8666,195.137,301.696,0,0,56.3039,0,0,0,111.863,0,0
6324,RXN0-1483: (expasy) Ferroxidase [1.16.3.1],1.9518,0,28.7507,102.785,16.2606,19.7878,98.0942,0,100.83,158.256,0,0,0,0,0,49.8928,74.1981,0,0
6326,RXN0-1602: (expasy) XTP/dITP diphosphatase [3.6.1.66],0,0,72.306,0,14.7964,74.7851,122.81,0,75.4559,0,0,0,0,0,0,0,61.1978,0,0
6329,RXN0-1603: (expasy) XTP/dITP diphosphatase [3.6.1.66],0,0,72.306,0,14.7964,74.7851,122.81,0,75.4559,0,0,0,0,0,0,0,61.1978,0,0
6332,RXN0-1863: (expasy) AMBIGUOUS [2.6.1.87; 2.6.1.92],0,0,23.6574,0,0,0,16.1633,0,0,0,0,0,0,0,0,0,34.6039,0,0
6334,RXN0-20: (expasy) Phosphatidylglycerol--prolipoprotein diacylglyceryl transferase [2.5.1.145],0,0,38.3849,0,0,0,50.3572,0,0,0,0,0,0,0,0,0,54.0173,0,0
6337,RXN0-2023: (expasy) tRNA-uridine 2-sulfurtransferase [2.8.1.13],0,31.2088,67.603,0,0,27.3762,98.1359,0,18.8456,0,0,0,0,0,0,0,39.0915,0,0
6340,"RXN0-2042: (expasy) Phenylacetyl-CoA 1,2-epoxidase [1.14.13.149]",0,0,0,0,0,0,9.16035,0,0,0,0,0,0,0,0,0,0,0,0
6342,RXN0-2044: (expasy) 3-hydroxyacyl-CoA dehydrogenase [1.1.1.35],0,0,178.066,18.3815,0,23.8433,122.011,0,30.9287,0,0,0,0,0,0,0,69.2234,0,0
6344,RXN0-2101: (expasy) Selenate reductase [1.97.1.9],0,0,0,0,0,0,6.44323,0,0,0,0,0,0,0,0,0,0,0,0
6346,RXN0-2141: (expasy) AMBIGUOUS [2.3.1.179; 2.3.1.41],0,0,293.217,37.0329,47.8823,210.764,239.576,0,260.892,98.2838,0,0,109.576,0,0,57.544,240.701,0,0
6348,RXN0-2142: (expasy) 3-oxoacyl-[acyl-carrier-protein] reductase [1.1.1.100],0,25.7479,345.047,41.17,89.0478,271.288,437.468,0,156.494,211.33,0,33.4392,0,0,0,0,418.142,0,46.2651
6351,RXN0-2144: (expasy) 3-hydroxyacyl-[acyl-carrier-protein] dehydratase [4.2.1.59],1.17154,0,200.212,21.9011,16.2606,157.525,207.314,16.866,178.443,66.008,0,0,0,0,0,0,190.138,0,0
6353,RXN0-2145: (expasy) Enoyl-[acyl-carrier-protein] reductase (NADH) [1.3.1.9],0,0,155.904,20.7361,15.8357,167.759,247.519,0,83.2364,0,0,0,0,0,0,0,33.7234,0,0
6356,RXN0-2161: (expasy) Serine--tRNA ligase [6.1.1.11],1.85321,0,175.881,84.5111,41.9629,90.3321,184.903,0,114.141,148.932,0,0,70.2017,0,90.8033,155.172,178.113,4.93754,0
6359,RXN0-2301: (expasy) Isovaleryl-CoA dehydrogenase [1.3.8.4],0,0,0,0,0,32.0845,39.3895,0,24.3568,0,0,59.334,0,0,0,0,0,0,129.055
6361,RXN0-2441: (expasy) Trans-aconitate 2-methyltransferase [2.1.1.144],0,0,0,0,0,21.3898,3.04598,0,0,0,0,0,0,0,0,0,0,0,0
6363,RXN0-2584: (expasy) Uracil-DNA glycosylase [3.2.2.27],0,0,64.3871,15.5665,62.5218,44.1901,89.7342,0,62.757,0,0,59.6607,0,0,0,0,24.9965,0,0
6366,RXN0-2605: (expasy) Exodeoxyribonuclease V [3.1.11.5],0,0,49.9499,0,0,0,11.6829,0,0,0,0,0,0,0,0,0,0,0,0
6369,RXN0-262: (expasy) Molybdenum cofactor guanylyltransferase [2.7.7.77],1.34602,0,44.1937,0,0,6.795,50.9368,0,13.0064,0,0,0,0,0,0,0,50.8302,0,0
